aletrnatif,longitude,latitude,jumlah_atraksi,jumlah_penduduk,indeks_pendapatan,harga_tanah
4973,-118.11,34,38,2573,3.0208,193700
4974,-118.11,34,24,2403,2.7292,193800
4975,-118.11,33.98,36,446,3.3942,147200
4976,-118.11,33.97,33,2125,3.6397,166600
4977,-118.11,33.96,29,2784,4.3882,261600
4978,-118.11,33.95,36,2049,4.8036,261300
4979,-118.11,33.95,34,2319,6.4319,452300
4980,-118.11,33.95,34,1723,6.7501,400000
4981,-118.11,33.94,37,1434,4.4375,244900
4982,-118.11,33.94,36,1949,5.1587,296600
4983,-118.11,33.94,32,2098,5.0258,255400
4984,-118.11,33.93,35,2670,3.8427,283500
4985,-118.11,33.93,17,1205,3.2011,162500
4986,-118.11,33.92,34,1414,4.1767,156600
4987,-118.11,33.92,32,1016,4.3,151300
4988,-118.11,33.91,36,1088,3.8824,193100
4989,-118.11,33.91,29,889,4.9609,186700
4990,-118.11,33.91,22,1981,4.0878,153700
4991,-118.11,33.9,36,1347,5.1423,183100
4992,-118.11,33.9,35,2604,4.4896,184600
4993,-118.11,33.9,35,1323,5.0753,178000
4994,-118.11,33.9,26,4173,3.5052,196000
4995,-118.11,33.89,35,1139,4.375,204700
4996,-118.11,33.88,35,1623,3.5893,276000
4997,-118.11,33.88,19,3203,4.0911,239700
4998,-118.11,33.87,33,1379,4.6713,231800
4999,-118.11,33.86,35,1255,4.2,226900
5000,-118.11,33.85,36,887,4.125,219500
5001,-118.11,33.85,36,2418,4.8393,216300
5002,-118.11,33.84,37,1588,4.8594,220300
5003,-118.11,33.84,36,1756,5.5581,218300
5004,-118.11,33.84,36,1523,4.875,218900
5005,-118.11,33.84,36,1463,4.8438,226300
5006,-118.11,33.84,36,1074,4.625,217400
5007,-118.11,33.83,37,1249,4.4196,223100
5008,-118.11,33.83,36,1784,4.2703,220900
5009,-118.11,33.83,36,1726,5.5767,218100
5010,-118.11,33.83,36,1462,5.1171,225300
5011,-118.11,33.82,37,1987,4.3203,232800
5012,-118.11,33.82,37,1756,4.375,218200
5013,-118.11,33.82,36,1999,3.8162,221900
5014,-118.11,33.82,36,1742,4.6875,218200
5015,-118.11,33.81,37,1694,6.2187,257900
5016,-118.11,33.81,36,1252,3.9722,235600
5017,-118.11,33.8,36,1837,4.3897,235000
5018,-118.11,33.8,36,1680,4.66,244800
5019,-118.11,33.8,35,1034,5.4602,231600
5020,-118.11,33.79,36,2223,5.7942,257000
5021,-118.11,33.79,36,1993,5.587,244900
5022,-118.11,33.78,16,3985,7.9767,500001
5023,-118.11,33.77,15,9103,5.1508,367300
5024,-118.11,33.75,24,1608,5.0926,390500
5025,-118.11,33.75,15,2569,5.4011,346400
5026,-118.11,33.74,43,1222,4.8482,500001
5027,-118.11,33.73,32,1258,5.0476,500001
5028,-118.12,34.71,46,40,1.125,225000
5029,-118.12,34.71,26,4230,2.5179,104000
5030,-118.12,34.7,7,4915,4.3229,130000
5031,-118.12,34.69,27,3019,3.7804,113500
5032,-118.12,34.69,17,2479,4.6417,125700
5033,-118.12,34.68,12,5319,4.6629,131500
5034,-118.12,34.6,33,2189,2.3958,94500
5035,-118.12,34.58,13,2614,2.0547,102600
5036,-118.12,34.56,5,6446,3.9936,148500
5037,-118.12,34.23,52,433,3.9583,162500
5038,-118.12,34.19,52,2405,8.7835,444100
5039,-118.12,34.18,47,2344,3.4777,230600
5040,-118.12,34.18,44,2357,6.3467,352700
5041,-118.12,34.17,52,2948,4.7098,287900
5042,-118.12,34.17,52,2166,3.0417,222600
5043,-118.12,34.17,52,1835,3.7159,315400
5044,-118.12,34.17,37,2705,2.2692,225000
5045,-118.12,34.15,35,1760,3.4167,198200
5046,-118.12,34.14,52,2337,5.8692,490400
5047,-118.12,34.14,25,3420,3.1033,217900
5048,-118.12,34.13,52,2935,11.706,500001
5049,-118.12,34.12,52,2907,15.0001,500001
5050,-118.12,34.11,52,2787,10.2317,500001
5051,-118.12,34.11,48,2124,5.2131,359600
5052,-118.12,34.1,49,2057,4.0556,282600
5053,-118.12,34.1,34,2918,4.2344,306300
5054,-118.12,34.09,25,4870,3.2307,188400
5055,-118.12,34.09,25,3603,2.6981,208000
5056,-118.12,34.08,52,1437,5.3032,245700
5057,-118.12,34.08,36,2433,3.2344,234900
5058,-118.12,34.08,35,2248,3,253900
5059,-118.12,34.07,45,1770,3.0592,212500
5060,-118.12,34.07,43,1050,2.025,215600
5061,-118.12,34.06,25,1526,3.1892,214700
5062,-118.12,34.06,25,1137,2.4286,233300
5063,-118.12,34.06,23,1190,2.2261,211800
5064,-118.12,34.06,17,5137,2.4599,181600
5065,-118.12,34.05,32,3775,3.6625,247600
5066,-118.12,34.04,35,1064,4.0938,246900
5067,-118.12,34.04,35,1038,5.9214,254900
5068,-118.12,34.04,34,2103,4.5795,235300
5069,-118.12,34.03,20,2595,5.6112,308000
5070,-118.12,34.02,36,1595,2.4286,205600
5071,-118.12,34.02,25,2655,3.0529,265800
5072,-118.12,34.01,40,1417,2.4259,164600
5073,-118.12,34.01,33,1956,1.9867,166300
5074,-118.12,34,31,3281,2.7308,173800
5075,-118.12,33.99,24,1705,2.4219,137500
5076,-118.12,33.98,44,932,3.6875,178100
5077,-118.12,33.97,35,708,3.2,197400
5078,-118.12,33.97,33,3099,3.183,191100
5079,-118.12,33.96,38,2105,4.4125,246000
5080,-118.12,33.96,38,1301,4.625,191300
5081,-118.12,33.96,36,1426,4.8523,267300
5082,-118.12,33.96,34,2863,6.0723,297200
5083,-118.12,33.95,36,2752,5.0526,269800
5084,-118.12,33.95,35,1604,5.752,291000
5085,-118.12,33.94,35,1813,5.2485,323800
5086,-118.12,33.94,33,2206,4.675,283000
5087,-118.12,33.94,31,2210,3.3292,271300
5088,-118.12,33.93,27,580,3.0909,187500
5089,-118.12,33.92,27,6336,2.5893,183700
5090,-118.12,33.91,36,2053,3,216600
5091,-118.12,33.91,36,1432,3.5772,207400
5092,-118.12,33.91,35,620,3.7917,183900
5093,-118.12,33.91,35,1518,3.6917,197500
5094,-118.12,33.91,34,682,4.6389,173800
5095,-118.12,33.89,29,2666,2.5432,180900
5096,-118.12,33.89,22,6876,2.9293,170800
5097,-118.12,33.88,40,2344,3.1923,191900
5098,-118.12,33.88,36,1083,3.0795,218400
5099,-118.12,33.88,25,1768,2.6184,243800
5100,-118.12,33.87,43,1633,3.0405,188000
5101,-118.12,33.87,21,3764,2.5057,156300
5102,-118.12,33.86,44,2663,4.3194,199500
5103,-118.12,33.86,34,2116,4.8516,213600
5104,-118.12,33.85,37,2386,4.6908,218200
5105,-118.12,33.84,37,2706,5.0719,220000
5106,-118.12,33.84,37,2143,4.4423,216000
5107,-118.12,33.84,37,1242,4.1094,215800
5108,-118.12,33.83,45,1734,4.8917,222800
5109,-118.12,33.83,44,1712,4.3594,221300
5110,-118.12,33.82,43,1544,4.1375,226000
5111,-118.12,33.82,42,1493,3.2794,224500
5112,-118.12,33.81,36,2565,4.6087,224600
5113,-118.12,33.81,36,1665,4.6875,250700
5114,-118.12,33.8,36,1257,5.3701,251400
5115,-118.12,33.8,35,1835,2.7092,256300
5116,-118.12,33.79,43,1471,4.3317,232400
5117,-118.12,33.79,41,1762,4.1687,240700
5118,-118.12,33.76,45,3035,7.0796,500001
5119,-118.12,33.76,43,3070,3.7813,461500
5120,-118.12,33.75,47,3330,7.3672,500001
5121,-118.12,33.75,41,2072,3.9934,500001
5122,-118.13,34.7,34,1943,1.1296,93800
5123,-118.13,34.69,34,2156,2.75,96800
5124,-118.13,34.69,32,3670,3.682,108800
5125,-118.13,34.68,28,718,4.025,102600
5126,-118.13,34.58,29,2370,3.7464,113500
5127,-118.13,34.44,10,2726,4.8295,319100
5128,-118.13,34.21,36,1449,6.1824,274100
5129,-118.13,34.2,46,2676,6.4288,295500
5130,-118.13,34.2,46,1271,4.9312,240200
5131,-118.13,34.2,45,1213,5.6629,234000
5132,-118.13,34.19,48,2539,4.7269,303900
5133,-118.13,34.19,43,1621,2.92,242200
5134,-118.13,34.19,42,2203,4.0714,234000
5135,-118.13,34.18,52,3094,6.4223,310900
5136,-118.13,34.17,49,1962,3.2898,200000
5137,-118.13,34.16,36,2162,2.2095,176700
5138,-118.13,34.16,33,2682,2.4817,169500
5139,-118.13,34.15,9,2099,3.1875,173100
5140,-118.13,34.15,18,1665,2.6038,155600
5141,-118.13,34.14,29,3559,3.2643,163900
5142,-118.13,34.14,23,5465,3.4531,210900
5143,-118.13,34.12,46,3156,10.7397,500001
5144,-118.13,34.11,45,1780,4.825,351100
5145,-118.13,34.1,26,3050,3.1103,214100
5146,-118.13,34.09,42,700,3.0078,191700
5147,-118.13,34.09,42,2562,2.2214,219000
5148,-118.13,34.09,21,3862,2.7816,188200
5149,-118.13,34.08,40,1931,2.575,228400
5150,-118.13,34.08,35,2517,2.5787,223000
5151,-118.13,34.07,32,1880,3.085,220500
5152,-118.13,34.07,20,2130,2.3664,192200
5153,-118.13,34.06,30,1692,2.8672,198500
5154,-118.13,34.06,17,1714,1.1875,183900
5155,-118.13,34.05,35,3229,3.9531,268400
5156,-118.13,34.04,42,2205,4.3646,211400
5157,-118.13,34.04,40,1444,3.1083,220500
5158,-118.13,34.04,36,1938,3.5833,227300
5159,-118.13,34.03,42,2203,2.8385,192200
5160,-118.13,34.03,31,4267,3.0212,208200
5161,-118.13,34.02,43,396,2.9044,172900
5162,-118.13,34.02,41,734,2.2813,192000
5163,-118.13,34.02,40,2988,2.3359,189300
5164,-118.13,34.02,38,1243,2.5852,185100
5165,-118.13,34.02,36,984,2.125,153500
5166,-118.13,34.01,43,782,3.1538,154300
5167,-118.13,33.97,36,1759,4.6992,251900
5168,-118.13,33.97,34,1736,5.4042,241600
5169,-118.13,33.96,38,1040,4,254700
5170,-118.13,33.96,36,1933,4.4732,266000
5171,-118.13,33.96,35,1500,4.5625,253500
5172,-118.13,33.95,37,1709,3.9036,326600
5173,-118.13,33.94,34,522,3.5481,265000
5174,-118.13,33.93,38,2040,3.5227,202400
5175,-118.13,33.93,34,2122,3.1496,191900
5176,-118.13,33.93,19,1793,2.6862,195800
5177,-118.13,33.92,36,984,4.1786,201500
5178,-118.13,33.92,28,3069,2.4925,177200
5179,-118.13,33.91,36,1967,4.4948,190600
5180,-118.13,33.91,35,561,4.9375,183800
5181,-118.13,33.91,34,916,4.9107,222000
5182,-118.13,33.9,38,1475,4.7663,191600
5183,-118.13,33.9,36,1814,3.4868,208400
5184,-118.13,33.9,35,1458,3.9038,202700
5185,-118.13,33.89,36,599,5.0395,225800
5186,-118.13,33.89,33,3668,2.8906,204900
5187,-118.13,33.89,29,2823,2.7121,165500
5188,-118.13,33.88,32,3088,2.2027,192700
5189,-118.13,33.88,32,1788,3.5278,166100
5190,-118.13,33.87,45,1606,4.6765,198400
5191,-118.13,33.87,20,3638,3.3304,194600
5192,-118.13,33.86,45,1866,3.5833,200200
5193,-118.13,33.86,37,2259,5.1805,201600
5194,-118.13,33.85,36,2110,4.6019,208400
5195,-118.13,33.85,36,1885,3.55,212800
5196,-118.13,33.84,46,2439,4.2841,312400
5197,-118.13,33.84,35,3008,3.5465,213200
5198,-118.13,33.83,45,3087,5.5196,227600
5199,-118.13,33.83,44,1710,4.2917,314700
5200,-118.13,33.82,44,1785,4.3056,228600
5201,-118.13,33.82,44,1619,5.5449,232200
5202,-118.13,33.82,37,1530,5.1795,225400
5203,-118.13,33.82,36,665,3.7321,223700
5204,-118.13,33.81,37,1228,4.325,223900
5205,-118.13,33.81,37,1013,4.7845,231400
5206,-118.13,33.81,36,1749,4.6473,227100
5207,-118.13,33.81,34,1903,5.395,241900
5208,-118.13,33.8,41,1509,4.0893,223000
5209,-118.13,33.8,36,1496,4.4312,226000
5210,-118.13,33.8,36,1026,4.3438,233600
5211,-118.13,33.79,45,2317,4.375,234800
5212,-118.13,33.79,44,2153,5.0072,236200
5213,-118.13,33.79,36,1245,5.3441,480600
5214,-118.13,33.79,29,2937,4.6133,500001
5215,-118.13,33.79,20,6678,3.7716,242900
5216,-118.13,33.78,45,1016,7.5,434500
5217,-118.13,33.78,31,3039,3.7232,500001
5218,-118.13,33.77,52,3697,4.6852,395200
5219,-118.13,33.77,37,4365,5.3046,360700
5220,-118.13,33.76,52,2216,4.5469,381000
5221,-118.13,33.76,46,2834,4.7875,363800
5222,-118.13,33.76,44,1543,4.25,439300
5223,-118.14,34.72,15,2181,4.625,118100
5224,-118.14,34.71,33,2347,2.8194,93000
5225,-118.14,34.7,12,1984,1.2532,102100
5226,-118.14,34.69,48,1379,2.1167,94900
5227,-118.14,34.69,35,2118,3.4327,100300
5228,-118.14,34.68,33,2815,4.2679,119600
5229,-118.14,34.68,31,2666,2.4432,101100
5230,-118.14,34.68,25,1703,4.5455,126500
5231,-118.14,34.65,20,1257,4.6591,247200
5232,-118.14,34.57,6,9882,3.7636,167600
5233,-118.14,34.2,39,2569,5.0953,207400
5234,-118.14,34.19,49,1678,3.7222,237000
5235,-118.14,34.19,45,3595,4.73,201000
5236,-118.14,34.18,50,1493,3.3068,154400
5237,-118.14,34.18,47,3457,3.5164,226500
5238,-118.14,34.17,52,2687,2.7201,205700
5239,-118.14,34.17,40,1054,2.3,146700
5240,-118.14,34.17,34,2384,2.3062,158000
5241,-118.14,34.16,38,1843,2.2174,215400
5242,-118.14,34.16,36,2973,2.6217,156300
5243,-118.14,34.16,30,2598,2.1377,142300
5244,-118.14,34.15,52,407,1.5156,187500
5245,-118.14,34.15,41,1256,1.9923,500001
5246,-118.14,34.15,17,1896,0.8438,175000
5247,-118.14,34.14,24,10239,3.6997,225000
5248,-118.14,34.14,17,3404,2.9511,282300
5249,-118.14,34.13,49,4438,5.1072,479700
5250,-118.14,34.13,16,3569,4.9167,251100
5251,-118.14,34.11,52,2742,8.1124,500001
5252,-118.14,34.1,52,4061,2.8919,258400
5253,-118.14,34.1,27,4073,3.108,231000
5254,-118.14,34.09,38,1745,2.85,219000
5255,-118.14,34.09,28,4164,2.7483,218800
5256,-118.14,34.09,20,3447,2.918,208700
5257,-118.14,34.08,30,1433,2.3464,191700
5258,-118.14,34.08,24,3988,2.7036,170000
5259,-118.14,34.08,24,2999,2.9405,217800
5260,-118.14,34.07,52,695,3.665,220400
5261,-118.14,34.06,39,2390,3.7857,245700
5262,-118.14,34.05,39,1880,3.875,236400
5263,-118.14,34.05,25,5478,3.4118,341100
5264,-118.14,34.04,37,1129,2.6146,243200
5265,-118.14,34.03,45,1569,2.4612,180500
5266,-118.14,34.03,44,2003,4.0625,201100
5267,-118.14,34.02,45,1307,2.75,178300
5268,-118.14,34.02,44,1715,2.7019,153300
5269,-118.14,34.02,42,1384,1.4178,145500
5270,-118.14,34.02,40,1912,2.6,180600
5271,-118.14,34.01,42,1007,3.0179,153700
5272,-118.14,34.01,36,702,2.25,162500
5273,-118.14,33.97,36,1407,2.6364,150000
5274,-118.14,33.97,31,2064,2.0524,160800
5275,-118.14,33.97,29,1846,2.63,156000
5276,-118.14,33.96,38,590,2.1731,143800
5277,-118.14,33.96,34,2744,4.0536,277200
5278,-118.14,33.95,44,1812,6.7744,294100
5279,-118.14,33.95,42,1413,6.8564,300000
5280,-118.14,33.95,37,1462,5.2015,302000
5281,-118.14,33.95,36,1942,3.6635,282100
5282,-118.14,33.94,35,2987,4.0039,226500
5283,-118.14,33.94,31,2841,2.9205,196600
5284,-118.14,33.93,31,3205,3.3681,223900
5285,-118.14,33.92,31,3731,3.2237,218200
5286,-118.14,33.91,37,932,4.375,177600
5287,-118.14,33.91,36,1096,4.475,182300
5288,-118.14,33.91,34,1766,3.0703,180800
5289,-118.14,33.91,32,1981,3.1204,204200
5290,-118.14,33.9,39,1379,3.3375,180100
5291,-118.14,33.9,26,2145,3.5972,225800
5292,-118.14,33.89,39,1744,4.5735,195500
5293,-118.14,33.89,37,1159,4.9107,179600
5294,-118.14,33.89,33,1250,4.1708,175000
5295,-118.14,33.88,24,3305,2.6641,168200
5296,-118.14,33.87,44,1661,4.3942,219500
5297,-118.14,33.87,44,1607,5.084,214100
5298,-118.14,33.87,21,6618,3.0989,171400
5299,-118.14,33.86,44,1276,4.8667,218300
5300,-118.14,33.86,37,1404,4.2062,195400
5301,-118.14,33.86,36,1774,4.8571,203300
5302,-118.14,33.86,36,1703,5.0106,210800
5303,-118.14,33.84,45,1908,4.575,336000
5304,-118.14,33.84,44,3043,4.4286,254900
5305,-118.14,33.84,43,2107,3.2024,339400
5306,-118.14,33.8,43,2506,3.4211,203900
5307,-118.14,33.79,45,1519,4.6452,212500
5308,-118.14,33.79,44,2388,3.1711,215400
5309,-118.14,33.79,23,2573,3.4833,209400
5310,-118.14,33.78,44,2101,3.108,217900
5311,-118.14,33.78,42,1898,3.4107,233300
5312,-118.14,33.77,52,2208,5.8408,500000
5313,-118.14,33.77,49,2792,3.2917,307400
5314,-118.14,33.76,52,2677,4.3889,378000
5315,-118.14,33.76,50,914,4.7361,418800
5316,-118.14,33.76,50,2960,3.5214,398100
5317,-118.14,33.76,44,1633,3.385,408300
5318,-118.14,33.76,37,3242,3.901,432500
5319,-118.14,33.75,39,1995,4.0795,400000
5320,-118.14,33.71,36,2484,5.1815,500001
5321,-118.15,35.04,29,1671,2.16,56800
5322,-118.15,34.71,36,1338,3.5625,101400
5323,-118.15,34.71,35,1503,2.5278,97700
5324,-118.15,34.7,36,2696,3.9615,116300
5325,-118.15,34.69,32,1300,3.25,107500
5326,-118.15,34.67,5,12317,3.5732,146900
5327,-118.15,34.59,33,2111,3.7344,111400
5328,-118.15,34.21,34,2765,5.4727,238900
5329,-118.15,34.2,52,1786,4.1518,182100
5330,-118.15,34.2,37,1997,3.7932,210300
5331,-118.15,34.19,47,1717,3.6094,160700
5332,-118.15,34.19,38,1750,2.3967,163100
5333,-118.15,34.18,45,2612,2.3029,148800
5334,-118.15,34.18,42,1521,3.3125,154900
5335,-118.15,34.17,46,2553,2.0278,127500
5336,-118.15,34.17,36,930,1.0846,146400
5337,-118.15,34.16,52,1925,1.6921,162500
5338,-118.15,34.16,38,2471,2.2765,146600
5339,-118.15,34.16,20,2410,1.6887,148600
5340,-118.15,34.16,18,1711,1.2891,181300
5341,-118.15,34.15,52,275,1.1667,500001
5342,-118.15,34.15,49,806,2.3654,137500
5343,-118.15,34.14,52,403,1.625,187500
5344,-118.15,34.14,45,543,2.3,55000
5345,-118.15,34.14,27,1499,3.875,258300
5346,-118.15,34.13,50,2443,4.7344,314700
5347,-118.15,34.13,34,824,3.6389,215000
5348,-118.15,34.13,30,2763,4.7298,500001
5349,-118.15,34.12,52,1518,3.4018,204500
5350,-118.15,34.12,49,1789,6.0199,500000
5351,-118.15,34.12,43,1810,3.8529,350000
5352,-118.15,34.12,36,6119,3.8427,319700
5353,-118.15,34.11,52,2375,7.4111,469100
5354,-118.15,34.11,52,1746,3.7895,364800
5355,-118.15,34.11,52,1000,4.2981,352800
5356,-118.15,34.1,52,4325,3.9485,419100
5357,-118.15,34.1,36,3514,3.1211,229300
5358,-118.15,34.09,52,2203,4.4306,225800
5359,-118.15,34.09,27,1935,2.8062,192800
5360,-118.15,34.08,48,3697,3.3988,199200
5361,-118.15,34.08,44,1053,3.125,205600
5362,-118.15,34.07,52,1983,3.2875,234400
5363,-118.15,34.07,44,1626,2.4348,220700
5364,-118.15,34.06,28,3855,3.505,204300
5365,-118.15,34.05,31,3362,3.5089,305800
5366,-118.15,34.04,44,647,3.6875,162500
5367,-118.15,34.04,39,1099,3.7794,194600
5368,-118.15,34.04,33,818,2.1944,203300
5369,-118.15,34.03,44,603,2.0536,186400
5370,-118.15,34.03,43,2006,1.7991,158800
5371,-118.15,34.02,42,2729,2.3438,154300
5372,-118.15,34.02,37,2344,2.7022,151900
5373,-118.15,34,32,3218,3.1406,175300
5374,-118.15,33.98,37,1184,2.3,165600
5375,-118.15,33.98,17,3361,2.2813,145600
5376,-118.15,33.97,33,1903,2.4071,170500
5377,-118.15,33.97,32,927,2.1591,181500
5378,-118.15,33.96,33,2418,3.1083,285500
5379,-118.15,33.96,33,1471,2.5385,160900
5380,-118.15,33.96,33,1201,2.4821,150000
5381,-118.15,33.95,35,2753,2.7875,209000
5382,-118.15,33.94,37,1594,3.3289,199700
5383,-118.15,33.93,42,1839,4.9808,212300
5384,-118.15,33.93,34,1745,3.3411,220500
5385,-118.15,33.93,30,3096,4.6583,207300
5386,-118.15,33.93,25,1948,3.7614,255900
5387,-118.15,33.92,40,1335,4.3194,198400
5388,-118.15,33.92,36,1890,4.375,184200
5389,-118.15,33.92,30,915,2.5208,182800
5390,-118.15,33.92,28,1038,2.5875,161200
5391,-118.15,33.91,38,901,2.9643,147400
5392,-118.15,33.91,35,574,3.3182,133300
5393,-118.15,33.91,35,1590,4.0313,163200
5394,-118.15,33.91,25,2053,2.3456,146100
5395,-118.15,33.9,20,2850,2.809,144600
5396,-118.15,33.89,30,4426,3.274,148300
5397,-118.15,33.88,24,4232,2.52,146000
5398,-118.15,33.87,29,2690,3.3713,198200
5399,-118.15,33.86,36,1578,4.8942,194100
5400,-118.15,33.86,34,2403,4.4934,213800
5401,-118.15,33.86,32,2630,2.4659,209000
5402,-118.15,33.85,36,1491,4.0781,217300
5403,-118.15,33.85,36,1435,4.1439,212600
5404,-118.15,33.85,30,4071,2.7268,218100
5405,-118.15,33.84,37,1508,3.75,221300
5406,-118.15,33.84,29,2448,7.6526,481300
5407,-118.15,33.8,44,1886,3.1042,219800
5408,-118.15,33.79,5,3700,3.7826,196300
5409,-118.15,33.79,25,4013,3.0453,185900
5410,-118.15,33.78,35,2768,3.6193,250000
5411,-118.15,33.78,17,1584,2.0875,181300
5412,-118.15,33.78,13,3056,3.3003,207800
5413,-118.15,33.78,12,4436,3.5812,198600
5414,-118.15,33.77,41,3448,4.5,339800
5415,-118.15,33.77,39,2428,2.7212,266300
5416,-118.15,33.77,36,4366,3.5292,361800
5417,-118.15,33.77,27,3043,3.5528,271100
5418,-118.15,33.76,36,2916,3.5985,500001
5419,-118.16,35.05,44,1297,2.5875,68900
5420,-118.16,34.71,27,6007,4.1719,117200
5421,-118.16,34.7,33,2918,4.8787,127700
5422,-118.16,34.68,9,4303,3.7807,110900
5423,-118.16,34.68,17,2994,2.5902,85400
5424,-118.16,34.6,5,7294,4.9904,154100
5425,-118.16,34.6,2,11008,6.4865,204400
5426,-118.16,34.2,43,1810,3.8203,176000
5427,-118.16,34.19,44,2195,3.5887,153500
5428,-118.16,34.19,42,2076,2.2326,149200
5429,-118.16,34.19,40,1840,4.25,177900
5430,-118.16,34.18,44,1870,1.8932,136100
5431,-118.16,34.17,52,1193,3.1741,163800
5432,-118.16,34.17,46,1508,3.5909,155400
5433,-118.16,34.16,52,1576,6.07,261800
5434,-118.16,34.16,44,1284,1.7321,178400
5435,-118.16,34.16,43,1276,4.1518,230700
5436,-118.16,34.15,19,1721,6.6031,500001
5437,-118.16,34.15,17,821,7.3715,263000
5438,-118.16,34.14,41,3039,7.4817,500001
5439,-118.16,34.14,27,1551,8.2435,500001
5440,-118.16,34.12,38,2231,5.4165,435100
5441,-118.16,34.11,48,1091,3.7235,263600
5442,-118.16,34.09,52,1722,3.1204,224000
5443,-118.16,34.09,50,1568,3.1442,162100
5444,-118.16,34.09,36,3334,2.1696,170800
5445,-118.16,34.08,43,1523,3.2031,144600
5446,-118.16,34.07,41,247,3.5769,135700
5447,-118.16,34.06,25,4284,6.1509,315100
5448,-118.16,34.04,45,332,3.1895,156300
5449,-118.16,34.04,38,1076,2.7026,145000
5450,-118.16,34.04,22,2991,1.5078,181900
5451,-118.16,34.04,11,852,1.3971,134400
5452,-118.16,34.03,45,894,2.6042,145000
5453,-118.16,34.03,41,1377,3.1724,141600
5454,-118.16,34.02,44,1218,1.9688,173900
5455,-118.16,34.02,42,814,2.5313,156900
5456,-118.16,34.02,41,1256,1.7981,166000
5457,-118.16,34.02,35,1734,2.1442,149200
5458,-118.16,34.02,34,1474,1.8715,139600
5459,-118.16,34.01,40,1552,2.2596,137500
5460,-118.16,34.01,37,690,1.6354,158900
5461,-118.16,34.01,36,931,1.7679,142800
5462,-118.16,34,37,1341,3.6583,150500
5463,-118.16,33.98,33,1196,2.9375,162500
5464,-118.16,33.97,39,1444,2.1181,176600
5465,-118.16,33.97,32,1347,1.9464,190600
5466,-118.16,33.97,31,1363,2.3929,191100
5467,-118.16,33.97,30,2419,2.1743,176000
5468,-118.16,33.97,13,221,1.9063,175000
5469,-118.16,33.94,32,2210,4.7708,178600
5470,-118.16,33.94,25,5675,3.9352,232900
5471,-118.16,33.94,25,3341,3.6936,238300
5472,-118.16,33.93,35,757,3.7361,179800
5473,-118.16,33.92,44,1368,3.5938,161300
5474,-118.16,33.92,36,2062,4.4881,218900
5475,-118.16,33.91,6,3445,3.1507,144000
5476,-118.16,33.91,41,1806,2.9643,162200
5477,-118.16,33.91,28,2922,2.9531,127100
5478,-118.16,33.9,28,2410,2.7339,156700
5479,-118.16,33.89,6,1655,1.7344,145800
5480,-118.16,33.89,46,940,3.2813,190900
5481,-118.16,33.88,33,2180,3.0114,167000
5482,-118.16,33.88,30,1694,2.9779,169500
5483,-118.16,33.88,18,2287,1.9903,170300
5484,-118.16,33.87,32,1854,2.6406,156700
5485,-118.16,33.86,26,6607,2.5068,156300
5486,-118.16,33.85,36,2668,4.0714,215600
5487,-118.16,33.85,36,1979,4.0815,216200
5488,-118.16,33.84,36,2831,3.8646,214600
5489,-118.16,33.84,36,2444,4.1538,218800
5490,-118.16,33.84,36,2220,5.0719,219500
5491,-118.16,33.84,36,1348,3.6447,211000
5492,-118.16,33.8,9,3564,5.1806,175000
5493,-118.16,33.79,26,3061,2.875,164000
5494,-118.16,33.79,25,5463,3.233,199100
5495,-118.16,33.79,25,3742,2.4,153700
5496,-118.16,33.78,52,3248,3.1739,222900
5497,-118.16,33.78,39,4075,2.3317,222500
5498,-118.16,33.78,33,2048,2.0156,152700
5499,-118.16,33.78,29,3684,1.6955,179700
5500,-118.16,33.78,15,4798,2.127,163300
5501,-118.16,33.78,14,1709,1.9808,139100
5502,-118.16,33.77,49,3382,3.8125,382100
5503,-118.16,33.77,38,3235,2.9384,304100
5504,-118.16,33.77,30,4439,3.8984,306300
5505,-118.16,33.77,30,2800,2.7614,272200
5506,-118.16,33.77,29,3078,2.875,232500
5507,-118.16,33.72,29,2743,3.625,500000
5508,-118.17,34.87,9,1507,3.0184,87900
5509,-118.17,34.86,21,2370,2.7361,83300
5510,-118.17,34.68,13,5341,6.6772,185600
5511,-118.17,34.67,5,8352,4.5659,140300
5512,-118.17,34.66,9,1561,5.7049,173200
5513,-118.17,34.61,7,2465,7.1381,292200
5514,-118.17,34.19,45,1790,4.0985,173100
5515,-118.17,34.18,38,1280,4.375,166700
5516,-118.17,34.14,45,2257,11.7894,500001
5517,-118.17,34.12,37,2246,4.2944,354700
5518,-118.17,34.12,35,2568,2.9154,169200
5519,-118.17,34.12,30,3376,3.7813,232000
5520,-118.17,34.11,26,4971,4.9676,381400
5521,-118.17,34.1,48,2514,3.1146,142500
5522,-118.17,34.1,37,299,1.3125,145800
5523,-118.17,34.1,25,4444,8.058,477300
5524,-118.17,34.09,36,3066,2.5523,156500
5525,-118.17,34.09,33,2907,2.2348,146600
5526,-118.17,34.08,39,787,3.2279,158500
5527,-118.17,34.08,33,851,3.375,147500
5528,-118.17,34.07,19,2150,3.4952,150000
5529,-118.17,34.06,44,1856,2.5033,131900
5530,-118.17,34.06,43,464,2.475,142600
5531,-118.17,34.05,45,733,2.5962,124100
5532,-118.17,34.05,39,962,3.375,126000
5533,-118.17,34.05,35,1256,3.1528,121800
5534,-118.17,34.04,46,705,3.5938,141100
5535,-118.17,34.04,45,911,2.8167,114000
5536,-118.17,34.04,44,691,1.9667,133900
