Alternatif ID: 8091, Nilai: 103571.10, Jarak: 233.19, Atraksi: 22, Penduduk: 17591, Pendapatan: 8.2831, Harga Tanah: 500001
Alternatif ID: 15809, Nilai: 55001.08, Jarak: 345.34, Atraksi: 41, Penduduk: 2115, Pendapatan: 4.0642, Harga Tanah: 272500
Alternatif ID: 7984, Nilai: 54998.46, Jarak: 209.09, Atraksi: 30, Penduduk: 3550, Pendapatan: 3.191, Harga Tanah: 271200
Alternatif ID: 7438, Nilai: 54986.47, Jarak: 220.52, Atraksi: 25, Penduduk: 1884, Pendapatan: 2.8512, Harga Tanah: 272800
Alternatif ID: 15747, Nilai: 54970.62, Jarak: 340.99, Atraksi: 41, Penduduk: 2267, Pendapatan: 4.1146, Harga Tanah: 272200
Alternatif ID: 10085, Nilai: 54961.87, Jarak: 134.66, Atraksi: 27, Penduduk: 3143, Pendapatan: 4.6957, Harga Tanah: 271500
Alternatif ID: 600, Nilai: 54960.17, Jarak: 404.24, Atraksi: 19, Penduduk: 771, Pendapatan: 6.6272, Harga Tanah: 273600
Alternatif ID: 14252, Nilai: 54943.63, Jarak: 282.03, Atraksi: 23, Penduduk: 506, Pendapatan: 7.1366, Harga Tanah: 273900
Alternatif ID: 13272, Nilai: 54943.54, Jarak: 275.61, Atraksi: 22, Penduduk: 2614, Pendapatan: 6.0712, Harga Tanah: 271800
Alternatif ID: 5895, Nilai: 54942.56, Jarak: 236.19, Atraksi: 21, Penduduk: 2251, Pendapatan: 4.6042, Harga Tanah: 272200
Alternatif ID: 2972, Nilai: 54942.23, Jarak: 251.58, Atraksi: 14, Penduduk: 6239, Pendapatan: 6.5437, Harga Tanah: 268200
Alternatif ID: 889, Nilai: 54940.40, Jarak: 385.55, Atraksi: 7, Penduduk: 13703, Pendapatan: 6.4335, Harga Tanah: 260600
Alternatif ID: 13269, Nilai: 54927.61, Jarak: 276.32, Atraksi: 30, Penduduk: 2327, Pendapatan: 4.7279, Harga Tanah: 272000
Alternatif ID: 8587, Nilai: 54924.74, Jarak: 178.12, Atraksi: 36, Penduduk: 3204, Pendapatan: 5.5649, Harga Tanah: 271200
Alternatif ID: 15196, Nilai: 54921.02, Jarak: 347.91, Atraksi: 52, Penduduk: 2803, Pendapatan: 2.1907, Harga Tanah: 271400
Alternatif ID: 10219, Nilai: 54905.04, Jarak: 135.13, Atraksi: 25, Penduduk: 3160, Pendapatan: 5.0767, Harga Tanah: 271200
Alternatif ID: 16297, Nilai: 54897.08, Jarak: 341.31, Atraksi: 33, Penduduk: 3507, Pendapatan: 4.0795, Harga Tanah: 270600
Alternatif ID: 7729, Nilai: 54892.61, Jarak: 206.66, Atraksi: 39, Penduduk: 2614, Pendapatan: 3.4063, Harga Tanah: 271600
Alternatif ID: 2549, Nilai: 54884.03, Jarak: 295.53, Atraksi: 3, Penduduk: 2516, Pendapatan: 5.6197, Harga Tanah: 271600
Alternatif ID: 14348, Nilai: 54883.86, Jarak: 286.10, Atraksi: 18, Penduduk: 808, Pendapatan: 7.1831, Harga Tanah: 273300
Alternatif ID: 4638, Nilai: 54883.39, Jarak: 215.72, Atraksi: 43, Penduduk: 1554, Pendapatan: 4.2312, Harga Tanah: 272600
Alternatif ID: 5417, Nilai: 54883.38, Jarak: 243.34, Atraksi: 27, Penduduk: 3043, Pendapatan: 3.5528, Harga Tanah: 271100
Alternatif ID: 4800, Nilai: 54879.01, Jarak: 221.63, Atraksi: 24, Penduduk: 1543, Pendapatan: 6.4385, Harga Tanah: 272600
Alternatif ID: 16318, Nilai: 54874.96, Jarak: 353.47, Atraksi: 45, Penduduk: 1673, Pendapatan: 3.3393, Harga Tanah: 272300
Alternatif ID: 14313, Nilai: 54858.94, Jarak: 345.00, Atraksi: 18, Penduduk: 4326, Pendapatan: 5.6931, Harga Tanah: 269600
Alternatif ID: 6243, Nilai: 54854.81, Jarak: 195.89, Atraksi: 35, Penduduk: 2839, Pendapatan: 4.1667, Harga Tanah: 271200
Alternatif ID: 2900, Nilai: 54854.42, Jarak: 258.49, Atraksi: 16, Penduduk: 3491, Pendapatan: 6.6207, Harga Tanah: 270500
Alternatif ID: 7047, Nilai: 54850.94, Jarak: 195.69, Atraksi: 37, Penduduk: 1519, Pendapatan: 3.0179, Harga Tanah: 272500
Alternatif ID: 15377, Nilai: 54848.92, Jarak: 324.21, Atraksi: 27, Penduduk: 3789, Pendapatan: 4.39, Harga Tanah: 270100
Alternatif ID: 13585, Nilai: 54836.85, Jarak: 264.41, Atraksi: 25, Penduduk: 990, Pendapatan: 4.8269, Harga Tanah: 272900
Alternatif ID: 3832, Nilai: 54830.72, Jarak: 265.98, Atraksi: 18, Penduduk: 1867, Pendapatan: 2.6221, Harga Tanah: 272000
Alternatif ID: 2457, Nilai: 54827.25, Jarak: 277.61, Atraksi: 36, Penduduk: 1317, Pendapatan: 5.6346, Harga Tanah: 272500
Alternatif ID: 3854, Nilai: 54826.39, Jarak: 233.92, Atraksi: 15, Penduduk: 3978, Pendapatan: 5.0142, Harga Tanah: 269900
Alternatif ID: 2737, Nilai: 54816.37, Jarak: 288.31, Atraksi: 20, Penduduk: 1767, Pendapatan: 6.5394, Harga Tanah: 272000
Alternatif ID: 3209, Nilai: 54816.08, Jarak: 252.74, Atraksi: 26, Penduduk: 2095, Pendapatan: 6.6719, Harga Tanah: 271700
Alternatif ID: 4530, Nilai: 54815.80, Jarak: 217.74, Atraksi: 48, Penduduk: 1410, Pendapatan: 3.2596, Harga Tanah: 272400
Alternatif ID: 8411, Nilai: 54813.61, Jarak: 202.49, Atraksi: 21, Penduduk: 5041, Pendapatan: 3.5335, Harga Tanah: 268800
Alternatif ID: 7406, Nilai: 54813.05, Jarak: 211.89, Atraksi: 46, Penduduk: 3402, Pendapatan: 5.3462, Harga Tanah: 270400
Alternatif ID: 13604, Nilai: 54809.43, Jarak: 336.41, Atraksi: 14, Penduduk: 6290, Pendapatan: 6.7371, Harga Tanah: 267400
Alternatif ID: 14451, Nilai: 54804.94, Jarak: 324.30, Atraksi: 17, Penduduk: 2380, Pendapatan: 3.395, Harga Tanah: 271300
Alternatif ID: 16322, Nilai: 54803.85, Jarak: 352.74, Atraksi: 44, Penduduk: 1819, Pendapatan: 3.4919, Harga Tanah: 271800
Alternatif ID: 10844, Nilai: 54802.95, Jarak: 267.46, Atraksi: 17, Penduduk: 4227, Pendapatan: 3.2667, Harga Tanah: 269500
Alternatif ID: 3240, Nilai: 54791.50, Jarak: 246.05, Atraksi: 16, Penduduk: 2889, Pendapatan: 6.4514, Harga Tanah: 270800
Alternatif ID: 4452, Nilai: 54786.81, Jarak: 248.41, Atraksi: 25, Penduduk: 3554, Pendapatan: 6.6453, Harga Tanah: 270100
Alternatif ID: 15270, Nilai: 54784.29, Jarak: 349.32, Atraksi: 52, Penduduk: 2616, Pendapatan: 4.125, Harga Tanah: 270900
Alternatif ID: 12740, Nilai: 54779.46, Jarak: 272.81, Atraksi: 25, Penduduk: 2093, Pendapatan: 6.4664, Harga Tanah: 271500
Alternatif ID: 16100, Nilai: 54778.62, Jarak: 392.51, Atraksi: 35, Penduduk: 1762, Pendapatan: 3.5982, Harga Tanah: 271700
Alternatif ID: 7870, Nilai: 54772.54, Jarak: 193.42, Atraksi: 24, Penduduk: 4443, Pendapatan: 2.2652, Harga Tanah: 269200
Alternatif ID: 1012, Nilai: 54770.62, Jarak: 390.84, Atraksi: 52, Penduduk: 2606, Pendapatan: 4.2813, Harga Tanah: 270800
Alternatif ID: 15527, Nilai: 54769.07, Jarak: 385.04, Atraksi: 14, Penduduk: 3541, Pendapatan: 5.3351, Harga Tanah: 269900
Alternatif ID: 4641, Nilai: 54766.33, Jarak: 216.59, Atraksi: 41, Penduduk: 2869, Pendapatan: 5.0736, Harga Tanah: 270700
Alternatif ID: 16091, Nilai: 54764.79, Jarak: 345.77, Atraksi: 16, Penduduk: 6457, Pendapatan: 5.1788, Harga Tanah: 267000
Alternatif ID: 15472, Nilai: 54756.03, Jarak: 325.55, Atraksi: 45, Penduduk: 507, Pendapatan: 2.6159, Harga Tanah: 272900
Alternatif ID: 5087, Nilai: 54754.67, Jarak: 229.03, Atraksi: 31, Penduduk: 2210, Pendapatan: 3.3292, Harga Tanah: 271300
Alternatif ID: 13073, Nilai: 54751.44, Jarak: 280.19, Atraksi: 37, Penduduk: 3137, Pendapatan: 3.0156, Harga Tanah: 270300
Alternatif ID: 10440, Nilai: 54745.67, Jarak: 88.82, Atraksi: 16, Penduduk: 2819, Pendapatan: 4.5461, Harga Tanah: 270800
Alternatif ID: 15878, Nilai: 54744.39, Jarak: 346.73, Atraksi: 52, Penduduk: 2019, Pendapatan: 4.2212, Harga Tanah: 271300
Alternatif ID: 7455, Nilai: 54738.55, Jarak: 225.36, Atraksi: 24, Penduduk: 2139, Pendapatan: 4.3859, Harga Tanah: 271300
Alternatif ID: 15675, Nilai: 54737.43, Jarak: 357.11, Atraksi: 18, Penduduk: 3507, Pendapatan: 5.0524, Harga Tanah: 269800
Alternatif ID: 15467, Nilai: 54731.93, Jarak: 327.00, Atraksi: 31, Penduduk: 2197, Pendapatan: 4.6371, Harga Tanah: 271100
Alternatif ID: 11506, Nilai: 54729.02, Jarak: 368.46, Atraksi: 17, Penduduk: 2655, Pendapatan: 4.6484, Harga Tanah: 270600
Alternatif ID: 15808, Nilai: 54726.42, Jarak: 345.34, Atraksi: 52, Penduduk: 1931, Pendapatan: 3.7835, Harga Tanah: 271300
Alternatif ID: 461, Nilai: 54717.97, Jarak: 397.88, Atraksi: 26, Penduduk: 2460, Pendapatan: 5.9878, Harga Tanah: 270700
Alternatif ID: 16088, Nilai: 54711.18, Jarak: 346.50, Atraksi: 46, Penduduk: 2559, Pendapatan: 4.3846, Harga Tanah: 270600
Alternatif ID: 10668, Nilai: 54708.66, Jarak: 105.92, Atraksi: 15, Penduduk: 5818, Pendapatan: 4.4033, Harga Tanah: 267600
Alternatif ID: 13463, Nilai: 54690.54, Jarak: 283.33, Atraksi: 25, Penduduk: 5641, Pendapatan: 3.3958, Harga Tanah: 267500
Alternatif ID: 10064, Nilai: 54688.32, Jarak: 133.42, Atraksi: 25, Penduduk: 1479, Pendapatan: 4.1797, Harga Tanah: 271800
Alternatif ID: 8126, Nilai: 54673.53, Jarak: 191.00, Atraksi: 22, Penduduk: 2052, Pendapatan: 2.6364, Harga Tanah: 271100
Alternatif ID: 6898, Nilai: 54662.75, Jarak: 239.28, Atraksi: 47, Penduduk: 2223, Pendapatan: 4.4671, Harga Tanah: 270800
Alternatif ID: 4331, Nilai: 54658.84, Jarak: 253.14, Atraksi: 25, Penduduk: 8110, Pendapatan: 6.0609, Harga Tanah: 264900
Alternatif ID: 8035, Nilai: 54655.76, Jarak: 190.56, Atraksi: 33, Penduduk: 3353, Pendapatan: 2.2589, Harga Tanah: 269700
Alternatif ID: 15424, Nilai: 54648.07, Jarak: 326.33, Atraksi: 36, Penduduk: 1973, Pendapatan: 5.033, Harga Tanah: 270900
Alternatif ID: 3087, Nilai: 54646.09, Jarak: 270.09, Atraksi: 24, Penduduk: 3930, Pendapatan: 6.3767, Harga Tanah: 269000
Alternatif ID: 16438, Nilai: 54644.41, Jarak: 411.10, Atraksi: 10, Penduduk: 3597, Pendapatan: 3.9375, Harga Tanah: 269200
Alternatif ID: 16029, Nilai: 54635.70, Jarak: 347.31, Atraksi: 46, Penduduk: 3581, Pendapatan: 4.1932, Harga Tanah: 269200
Alternatif ID: 4456, Nilai: 54633.98, Jarak: 254.91, Atraksi: 26, Penduduk: 1483, Pendapatan: 6.0, Harga Tanah: 271400
Alternatif ID: 8781, Nilai: 54631.15, Jarak: 174.40, Atraksi: 15, Penduduk: 10860, Pendapatan: 6.3249, Harga Tanah: 262100
Alternatif ID: 1126, Nilai: 54619.91, Jarak: 372.56, Atraksi: 4, Penduduk: 9018, Pendapatan: 4.988, Harga Tanah: 263700
Alternatif ID: 1799, Nilai: 54617.68, Jarak: 356.78, Atraksi: 16, Penduduk: 3109, Pendapatan: 6.6319, Harga Tanah: 269600
Alternatif ID: 6343, Nilai: 54606.19, Jarak: 194.45, Atraksi: 42, Penduduk: 890, Pendapatan: 4.4821, Harga Tanah: 271900
Alternatif ID: 16713, Nilai: 54598.30, Jarak: 398.67, Atraksi: 31, Penduduk: 1858, Pendapatan: 3.8269, Harga Tanah: 270700
Alternatif ID: 13673, Nilai: 54589.85, Jarak: 290.36, Atraksi: 33, Penduduk: 2321, Pendapatan: 4.9091, Harga Tanah: 270300
Alternatif ID: 15807, Nilai: 54588.44, Jarak: 346.08, Atraksi: 38, Penduduk: 1754, Pendapatan: 4.1417, Harga Tanah: 270800
Alternatif ID: 7983, Nilai: 54586.19, Jarak: 209.09, Atraksi: 35, Penduduk: 684, Pendapatan: 2.8393, Harga Tanah: 272000
Alternatif ID: 15347, Nilai: 54582.41, Jarak: 350.73, Atraksi: 52, Penduduk: 1604, Pendapatan: 5.338, Harga Tanah: 270900
Alternatif ID: 9337, Nilai: 54580.45, Jarak: 153.58, Atraksi: 17, Penduduk: 4526, Pendapatan: 5.6885, Harga Tanah: 268200
Alternatif ID: 15723, Nilai: 54577.75, Jarak: 399.17, Atraksi: 20, Penduduk: 4867, Pendapatan: 2.5685, Harga Tanah: 267600
Alternatif ID: 5083, Nilai: 54564.23, Jarak: 228.12, Atraksi: 36, Penduduk: 2752, Pendapatan: 5.0526, Harga Tanah: 269800
Alternatif ID: 14977, Nilai: 54561.84, Jarak: 340.55, Atraksi: 52, Penduduk: 2513, Pendapatan: 3.675, Harga Tanah: 269900
Alternatif ID: 7017, Nilai: 54560.75, Jarak: 229.11, Atraksi: 52, Penduduk: 1819, Pendapatan: 3.625, Harga Tanah: 270700
Alternatif ID: 16028, Nilai: 54556.94, Jarak: 347.31, Atraksi: 52, Penduduk: 2381, Pendapatan: 4.3898, Harga Tanah: 270000
Alternatif ID: 6364, Nilai: 54540.34, Jarak: 206.14, Atraksi: 52, Penduduk: 1740, Pendapatan: 3.5673, Harga Tanah: 270700
Alternatif ID: 13397, Nilai: 54539.94, Jarak: 317.44, Atraksi: 17, Penduduk: 2559, Pendapatan: 6.2781, Harga Tanah: 269800
Alternatif ID: 6816, Nilai: 54536.15, Jarak: 208.70, Atraksi: 33, Penduduk: 2437, Pendapatan: 2.0332, Harga Tanah: 270000
Alternatif ID: 8436, Nilai: 54534.72, Jarak: 174.53, Atraksi: 9, Penduduk: 2384, Pendapatan: 6.0891, Harga Tanah: 270100
Alternatif ID: 12707, Nilai: 54518.92, Jarak: 300.81, Atraksi: 20, Penduduk: 8068, Pendapatan: 5.7907, Harga Tanah: 264200
Alternatif ID: 3643, Nilai: 54507.72, Jarak: 239.99, Atraksi: 27, Penduduk: 4566, Pendapatan: 5.583, Harga Tanah: 267700
Alternatif ID: 14861, Nilai: 54503.87, Jarak: 339.30, Atraksi: 52, Penduduk: 2024, Pendapatan: 4.072, Harga Tanah: 270100
Alternatif ID: 823, Nilai: 54489.27, Jarak: 390.62, Atraksi: 26, Penduduk: 3725, Pendapatan: 4.7143, Harga Tanah: 268300
Alternatif ID: 4699, Nilai: 54486.28, Jarak: 215.15, Atraksi: 27, Penduduk: 1685, Pendapatan: 4.2434, Harga Tanah: 270500
Alternatif ID: 4776, Nilai: 54485.11, Jarak: 210.24, Atraksi: 36, Penduduk: 2875, Pendapatan: 4.3083, Harga Tanah: 269300
Alternatif ID: 3284, Nilai: 54484.53, Jarak: 225.21, Atraksi: 37, Penduduk: 2655, Pendapatan: 5.4224, Harga Tanah: 269500
Alternatif ID: 6459, Nilai: 54457.68, Jarak: 207.45, Atraksi: 52, Penduduk: 3225, Pendapatan: 3.9674, Harga Tanah: 268800
Alternatif ID: 4217, Nilai: 54446.73, Jarak: 261.59, Atraksi: 14, Penduduk: 3155, Pendapatan: 3.0625, Harga Tanah: 268800
Alternatif ID: 4219, Nilai: 54445.44, Jarak: 216.42, Atraksi: 52, Penduduk: 1354, Pendapatan: 4.8059, Harga Tanah: 270600
Alternatif ID: 16752, Nilai: 54444.48, Jarak: 430.75, Atraksi: 19, Penduduk: 1968, Pendapatan: 4.6705, Harga Tanah: 269800
Alternatif ID: 16321, Nilai: 54444.43, Jarak: 352.74, Atraksi: 45, Penduduk: 1620, Pendapatan: 4.3859, Harga Tanah: 270200
Alternatif ID: 425, Nilai: 54431.99, Jarak: 398.98, Atraksi: 13, Penduduk: 5543, Pendapatan: 4.9528, Harga Tanah: 266200
Alternatif ID: 2200, Nilai: 54431.71, Jarak: 277.41, Atraksi: 12, Penduduk: 3964, Pendapatan: 5.1624, Harga Tanah: 267900
Alternatif ID: 633, Nilai: 54423.43, Jarak: 402.79, Atraksi: 15, Penduduk: 5094, Pendapatan: 5.3505, Harga Tanah: 266600
Alternatif ID: 7228, Nilai: 54422.70, Jarak: 224.33, Atraksi: 30, Penduduk: 1856, Pendapatan: 3.1505, Harga Tanah: 270000
Alternatif ID: 13568, Nilai: 54421.50, Jarak: 288.29, Atraksi: 35, Penduduk: 1880, Pendapatan: 4.2273, Harga Tanah: 269900
Alternatif ID: 13174, Nilai: 54415.57, Jarak: 278.58, Atraksi: 36, Penduduk: 2959, Pendapatan: 4.2614, Harga Tanah: 268800
Alternatif ID: 13444, Nilai: 54412.70, Jarak: 317.22, Atraksi: 19, Penduduk: 5721, Pendapatan: 6.2631, Harga Tanah: 266000
Alternatif ID: 16293, Nilai: 54412.19, Jarak: 346.28, Atraksi: 35, Penduduk: 5275, Pendapatan: 4.6771, Harga Tanah: 266400
Alternatif ID: 11574, Nilai: 54402.34, Jarak: 377.28, Atraksi: 6, Penduduk: 4223, Pendapatan: 5.419, Harga Tanah: 267400
Alternatif ID: 3293, Nilai: 54397.52, Jarak: 230.99, Atraksi: 33, Penduduk: 4518, Pendapatan: 5.6015, Harga Tanah: 267200
Alternatif ID: 10574, Nilai: 54395.87, Jarak: 115.62, Atraksi: 15, Penduduk: 2143, Pendapatan: 5.7306, Harga Tanah: 269700
Alternatif ID: 14921, Nilai: 54385.46, Jarak: 339.14, Atraksi: 52, Penduduk: 2033, Pendapatan: 3.1603, Harga Tanah: 269500
Alternatif ID: 5155, Nilai: 54377.30, Jarak: 218.54, Atraksi: 35, Penduduk: 3229, Pendapatan: 3.9531, Harga Tanah: 268400
Alternatif ID: 7787, Nilai: 54370.42, Jarak: 193.92, Atraksi: 26, Penduduk: 6429, Pendapatan: 3.1929, Harga Tanah: 265200
Alternatif ID: 6899, Nilai: 54367.24, Jarak: 239.28, Atraksi: 28, Penduduk: 1065, Pendapatan: 3.9375, Harga Tanah: 270500
Alternatif ID: 598, Nilai: 54361.63, Jarak: 402.41, Atraksi: 14, Penduduk: 3986, Pendapatan: 5.7192, Harga Tanah: 267400
Alternatif ID: 13268, Nilai: 54353.18, Jarak: 277.75, Atraksi: 25, Penduduk: 4258, Pendapatan: 5.1461, Harga Tanah: 267200
Alternatif ID: 1496, Nilai: 54338.46, Jarak: 376.38, Atraksi: 4, Penduduk: 4308, Pendapatan: 3.9356, Harga Tanah: 267000
Alternatif ID: 16669, Nilai: 54329.47, Jarak: 411.10, Atraksi: 32, Penduduk: 3201, Pendapatan: 3.2442, Harga Tanah: 268000
Alternatif ID: 12710, Nilai: 54323.94, Jarak: 266.93, Atraksi: 12, Penduduk: 10236, Pendapatan: 4.747, Harga Tanah: 261100
Alternatif ID: 7433, Nilai: 54323.37, Jarak: 220.52, Atraksi: 32, Penduduk: 1660, Pendapatan: 4.3187, Harga Tanah: 269700
Alternatif ID: 16035, Nilai: 54314.71, Jarak: 346.57, Atraksi: 48, Penduduk: 2675, Pendapatan: 3.9565, Harga Tanah: 268500
Alternatif ID: 13461, Nilai: 54309.38, Jarak: 284.77, Atraksi: 33, Penduduk: 726, Pendapatan: 3.1458, Harga Tanah: 270500
Alternatif ID: 3487, Nilai: 54305.24, Jarak: 230.85, Atraksi: 34, Penduduk: 2956, Pendapatan: 5.3664, Harga Tanah: 268300
Alternatif ID: 3300, Nilai: 54304.27, Jarak: 247.22, Atraksi: 25, Penduduk: 1142, Pendapatan: 7.1472, Harga Tanah: 270100
Alternatif ID: 1452, Nilai: 54303.42, Jarak: 376.91, Atraksi: 19, Penduduk: 3716, Pendapatan: 5.2113, Harga Tanah: 267400
Alternatif ID: 7334, Nilai: 54292.31, Jarak: 224.84, Atraksi: 28, Penduduk: 4605, Pendapatan: 3.6988, Harga Tanah: 266600
Alternatif ID: 6178, Nilai: 54285.22, Jarak: 205.39, Atraksi: 45, Penduduk: 2170, Pendapatan: 5.6921, Harga Tanah: 269000
Alternatif ID: 13471, Nilai: 54285.05, Jarak: 279.76, Atraksi: 34, Penduduk: 2906, Pendapatan: 5.5127, Harga Tanah: 268200
Alternatif ID: 4919, Nilai: 54282.95, Jarak: 237.42, Atraksi: 21, Penduduk: 3052, Pendapatan: 4.3397, Harga Tanah: 268100
Alternatif ID: 6887, Nilai: 54271.15, Jarak: 233.44, Atraksi: 27, Penduduk: 2790, Pendapatan: 5.3106, Harga Tanah: 268300
Alternatif ID: 13663, Nilai: 54270.29, Jarak: 304.61, Atraksi: 28, Penduduk: 2414, Pendapatan: 4.8403, Harga Tanah: 268600
Alternatif ID: 3686, Nilai: 54263.83, Jarak: 267.01, Atraksi: 25, Penduduk: 2224, Pendapatan: 3.1305, Harga Tanah: 268800
Alternatif ID: 13334, Nilai: 54262.51, Jarak: 238.43, Atraksi: 27, Penduduk: 3044, Pendapatan: 3.1359, Harga Tanah: 268000
Alternatif ID: 5674, Nilai: 54252.27, Jarak: 236.21, Atraksi: 52, Penduduk: 2569, Pendapatan: 4.1301, Harga Tanah: 268400
Alternatif ID: 2703, Nilai: 54245.97, Jarak: 291.56, Atraksi: 4, Penduduk: 2428, Pendapatan: 6.2661, Harga Tanah: 268500
Alternatif ID: 6092, Nilai: 54245.26, Jarak: 198.78, Atraksi: 36, Penduduk: 2988, Pendapatan: 3.5174, Harga Tanah: 268000
Alternatif ID: 7517, Nilai: 54233.40, Jarak: 212.37, Atraksi: 45, Penduduk: 2005, Pendapatan: 4.6406, Harga Tanah: 268900
Alternatif ID: 14943, Nilai: 54231.89, Jarak: 315.14, Atraksi: 33, Penduduk: 3108, Pendapatan: 3.3015, Harga Tanah: 267700
Alternatif ID: 16736, Nilai: 54229.98, Jarak: 428.73, Atraksi: 28, Penduduk: 2388, Pendapatan: 5.1512, Harga Tanah: 268300
Alternatif ID: 3139, Nilai: 54229.28, Jarak: 255.63, Atraksi: 26, Penduduk: 3259, Pendapatan: 5.7817, Harga Tanah: 267600
Alternatif ID: 9320, Nilai: 54225.23, Jarak: 155.95, Atraksi: 10, Penduduk: 3654, Pendapatan: 6.1885, Harga Tanah: 267300
Alternatif ID: 14043, Nilai: 54224.36, Jarak: 338.76, Atraksi: 5, Penduduk: 4274, Pendapatan: 4.0473, Harga Tanah: 266500
Alternatif ID: 3050, Nilai: 54223.69, Jarak: 274.24, Atraksi: 8, Penduduk: 32, Pendapatan: 4.1944, Harga Tanah: 270800
Alternatif ID: 3972, Nilai: 54221.99, Jarak: 252.07, Atraksi: 33, Penduduk: 1520, Pendapatan: 4.875, Harga Tanah: 269300
Alternatif ID: 2943, Nilai: 54209.81, Jarak: 257.32, Atraksi: 5, Penduduk: 4380, Pendapatan: 6.7274, Harga Tanah: 266400
Alternatif ID: 16143, Nilai: 54207.93, Jarak: 342.82, Atraksi: 16, Penduduk: 8676, Pendapatan: 4.8096, Harga Tanah: 262000
Alternatif ID: 5582, Nilai: 54206.56, Jarak: 237.64, Atraksi: 52, Penduduk: 2539, Pendapatan: 4.1354, Harga Tanah: 268200
Alternatif ID: 15043, Nilai: 54203.87, Jarak: 344.31, Atraksi: 52, Penduduk: 919, Pendapatan: 4.0368, Harga Tanah: 269700
Alternatif ID: 200, Nilai: 54198.23, Jarak: 360.57, Atraksi: 17, Penduduk: 12509, Pendapatan: 4.5556, Harga Tanah: 258100
Alternatif ID: 14802, Nilai: 54197.99, Jarak: 377.46, Atraksi: 35, Penduduk: 1273, Pendapatan: 4.4861, Harga Tanah: 269300
Alternatif ID: 14786, Nilai: 54197.42, Jarak: 313.12, Atraksi: 32, Penduduk: 640, Pendapatan: 1.9844, Harga Tanah: 270000
Alternatif ID: 12452, Nilai: 54197.08, Jarak: 209.24, Atraksi: 34, Penduduk: 737, Pendapatan: 5.1788, Harga Tanah: 270000
Alternatif ID: 10226, Nilai: 54194.20, Jarak: 139.88, Atraksi: 24, Penduduk: 2001, Pendapatan: 6.0992, Harga Tanah: 268800
Alternatif ID: 7735, Nilai: 54191.11, Jarak: 208.56, Atraksi: 45, Penduduk: 2098, Pendapatan: 3.9615, Harga Tanah: 268600
Alternatif ID: 1893, Nilai: 54182.76, Jarak: 350.29, Atraksi: 13, Penduduk: 2644, Pendapatan: 6.5338, Harga Tanah: 267900
Alternatif ID: 11272, Nilai: 54159.35, Jarak: 140.49, Atraksi: 9, Penduduk: 6044, Pendapatan: 3.24, Harga Tanah: 264600
Alternatif ID: 16785, Nilai: 54149.60, Jarak: 432.13, Atraksi: 16, Penduduk: 1496, Pendapatan: 3.8589, Harga Tanah: 268800
Alternatif ID: 3608, Nilai: 54141.29, Jarak: 267.52, Atraksi: 37, Penduduk: 1998, Pendapatan: 3.9306, Harga Tanah: 268400
Alternatif ID: 7138, Nilai: 54134.05, Jarak: 224.79, Atraksi: 37, Penduduk: 1402, Pendapatan: 6.4781, Harga Tanah: 269000
Alternatif ID: 2976, Nilai: 54133.43, Jarak: 255.02, Atraksi: 16, Penduduk: 4390, Pendapatan: 6.1504, Harga Tanah: 266000
Alternatif ID: 13836, Nilai: 54130.60, Jarak: 337.86, Atraksi: 19, Penduduk: 3192, Pendapatan: 4.125, Harga Tanah: 267100
Alternatif ID: 15203, Nilai: 54128.78, Jarak: 347.12, Atraksi: 30, Penduduk: 1465, Pendapatan: 1.7778, Harga Tanah: 268800
Alternatif ID: 4141, Nilai: 54127.60, Jarak: 261.16, Atraksi: 7, Penduduk: 5664, Pendapatan: 5.8252, Harga Tanah: 264700
Alternatif ID: 6674, Nilai: 54125.39, Jarak: 204.58, Atraksi: 24, Penduduk: 3696, Pendapatan: 2.3789, Harga Tanah: 266700
Alternatif ID: 16039, Nilai: 54119.27, Jarak: 342.93, Atraksi: 35, Penduduk: 1814, Pendapatan: 4.425, Harga Tanah: 268400
Alternatif ID: 13632, Nilai: 54119.06, Jarak: 283.93, Atraksi: 26, Penduduk: 1182, Pendapatan: 3.3922, Harga Tanah: 269100
Alternatif ID: 6904, Nilai: 54116.52, Jarak: 241.24, Atraksi: 28, Penduduk: 2510, Pendapatan: 3.3397, Harga Tanah: 267800
Alternatif ID: 16327, Nilai: 54116.47, Jarak: 352.01, Atraksi: 44, Penduduk: 2082, Pendapatan: 4.3611, Harga Tanah: 268100
Alternatif ID: 14141, Nilai: 54115.80, Jarak: 336.63, Atraksi: 28, Penduduk: 3410, Pendapatan: 4.3864, Harga Tanah: 266800
Alternatif ID: 16368, Nilai: 54110.35, Jarak: 371.20, Atraksi: 37, Penduduk: 1340, Pendapatan: 3.5588, Harga Tanah: 268800
Alternatif ID: 13020, Nilai: 54099.53, Jarak: 284.80, Atraksi: 16, Penduduk: 2391, Pendapatan: 5.8721, Harga Tanah: 267800
Alternatif ID: 7557, Nilai: 54099.24, Jarak: 222.97, Atraksi: 25, Penduduk: 2845, Pendapatan: 3.2049, Harga Tanah: 267400
Alternatif ID: 1239, Nilai: 54098.85, Jarak: 356.36, Atraksi: 7, Penduduk: 6126, Pendapatan: 4.9005, Harga Tanah: 264000
Alternatif ID: 8124, Nilai: 54088.98, Jarak: 191.00, Atraksi: 33, Penduduk: 2717, Pendapatan: 3.9099, Harga Tanah: 267500
