username,tweet,label
shoyxz,@_icecreamchoco_ Jelek banget niatnya,Netral
DellaLusiana,Si jojo lagi kenapa dah tumben banget mainnya jelek,Netral
dlxmnct,"@lilsuns_noona Shshshsh aku jarang, sekalinya cerita eh responnya jelek",Netral
ssgulz,Jelek ANJING MUKANYA KAYAK MONYET,Ras
luckybigwinsoon,Asuuuu. Jelek bgt jaringan smartfren,Netral
G12Gyujeong,Gws Harper...,Netral
lumarkfess,/lmk gaes aku nyoba bikin au dari one tweet kemarin tapi maaf banget kalo jelek soalnya masih first timer ðŸ˜­ðŸ™ðŸ»,Netral
Juststripchoi,KENAPA SIH ANJIR WKWKWKWKWKWKWKWK,Netral
bbyysugarrr,jaringan jelek bangetðŸ˜­,Netral
anetfitri,"Netnya j0jo jelek bngt :(
  Net, forehand :(",Netral
etherleemark,"@jenowdrfl gue nangis banget pas masuk sma ketndang sama rt prioritas ft anak guru, padahal nilai gue ga jelek jelek amat",Netral
irzam0001,"Semangat pak PM, kasian jga jdi korban video parsial :(",Netral
babychick0923,@guanhoonie2033 ayo bikin akun twt satu lagi utk cp cina ðŸ˜€,Ras
nnadalem,kalo ngerasa jelek mending jangan sirik deh masa yang jelek jelek diambil semuaâ˜¹ï¸ðŸ¥µðŸ¤¯ðŸ˜œâœŒï¸,Ras
Hamas191,"Mantap Papua.. 
  
  Buzzerp sebaiknya bikin Partai Sama sama Dungu",Ras
orangmnis,"nomor 4 salah, tulisan gua jelek karna gua malessssssss bukan karna pinter",Netral
bulolac,"@_yedamgenjreng agak beda ras ya anak sm istri nya, bapaknya bule pasti",Ras
young____keey,@from_youngkw dasar jelek,Ras
beloved_beams,"@grenverse Jelek banget, dr singa ke monyet ðŸ˜‚ðŸ˜‚ðŸ˜‚",Ras
Jeaneeee01,@BadmintonTalk Yg indo jelek bahannya :(,Ras
ShadesDark2,"walau judul udah diganti, isi artikelnya aja masih jelek bgt lmao",Netral
raemints,"Bleh, nilai gue paling jelek biologi ðŸ™„",Netral
mereunnn,"@ohraka Tiap orang kan punya standar masing-masing, manurut si a jelek pasti jadi kepikiran dan ngerasa jelek seterusnya",Ras
monoodi,Humorku jelek bgt ðŸ˜­ðŸ˜­ðŸ˜­,Netral
peachthebiebs,"@wizardfes kok lu mau tetanggaan sm dia si, ketuanya aja botak jelek serem",Ras
etherleemark,@JMX97LEE sumpah mending buku jelek tapi dipinjemin daripada bayar ðŸ˜­ðŸ˜­,Netral
TheTulip12,Diorg mmg xikut demo.. Cuba kamu tnya sendiri sama org cina.. Diorg sanggup ke terima ICERD dan jd mcm cina indonesia kehilangan identiti mereka sbgai org cina.. Ckp cina pun xreti.. Nama cina pun xboleh guna.. Yg awk ni butthurt sgt knp ye..??,Ras
kyutiiepie_,"Ini resolusi layarku yg jelek apa gimana ya, kok aku tidak melihat kemiripan mereka ðŸ˜­",Netral
_yedamgenjreng,"@bulolac bukan beda ras lagi kack, beda spesiesðŸ¤—
  iya kack saya bule adiknya yoshi tresur",Ras
ayankkm,"gue waktu kelas 1 sd lompat jauhnya bagus kata guru gue, trs makin gede makin jelek, jadi temen gue yg lain yang bisa ikut lombanya",Netral
siriusoobin,Awas aja ada yang ngetwist km jelekðŸ‘Ž,Netral
URHAITANIRAN,@shizusummi jelek banget emang wek,Ras
anggaimaginer,Jelek banget permainan Jonatan Christie,Ras
isit44,Hensem gak eh player #Badminton Singapore ni. Indo pun boleh tahan.Dua2 muka cina.ðŸ¤“ðŸ‘ðŸ‘„ðŸ‘,Ras
SschuItz,"@convomf ini jelek, tapi pas malem mau tidur. atau pas begadang.",Netral
akumahsyantik,"""ay, kayanya kalo kurus lebih cantik banget deh.""
  
  bacot. lo udah kurus, jelek pula.",Ras
edwar_rinaldo,@detikcom Eeaaaa order terus suntik terus tergantung ama cina lama2 jadi budak hahahhaa...,Ras
focuseyelove,Ka'bah islam anjing edan. Islam agama salah. https://t.co/ikP8MDZFuI,Agama
regulusxo,@mi9nyu_k Ngeri kan? Gimana kalau ada yg punya fetish tangan? Malah dibikin hal yg jelek,Ras
hwalouf,sinyal gue jelek bangett,Netral
esyaoliviam,Ndakik-ndakik bicara rasisme sama orang Ambon besar Jawa yang biasa dipanggil dengan panggilan ras tertentu. Bullshit kalian semua.,Ras
RiseofKentucky,Belle contoh penunggang wanita hahaha,Agama
rom36699939,@siasatpk Yeh kafir haram KHOR hey shakal de dekho Zara Kitna kameena lagta yeh Banda,Agama
heavenchoc,@RazmanZakaria60 apa sumbangan PAS kepada negara? mewujudkan ramai penunggang agama dan mana mana negeri pas memeriâ€¦ https://t.co/X0YyeUeyIK,Agama
ahyanaseyo,"@akuumbi Gak jls ya sendernya, trs aja adu domba, gak inget apa ya apapun agama dia, ya tetep aja hukumannya nerakaâ€¦ https://t.co/OD4i7aOl2z",Agama
kembaracitta,"@iihjiji @GlHindu @YaqutCQoumas Selain agama gw, agama lain itu sesat bos ! Selain agama lo, agama lain itu sesat. Terus masalahnya dimana?",Agama
TheTulip12,@truveil_ @inafiati @withMBC Aku tahu la sbb aku mix malay chinese.. Yang kau ni jgn ckp bangsa cina.. Rakyat malayâ€¦ https://t.co/tdgwLAHxXn,Ras
satrunuz,ANAK KAFIR INI!!! cuman ngelike aja padahalâ€¦. WOOOOOðŸ‘ŽðŸ»ðŸ‘ŽðŸ»,Agama
ahmedasarlan,"Trus tak berhijab kok di-bully dan dipersekusi? Apanya yg damai-memberdayakan?
  
  Dasar kafir! Halal darahmu krn mempâ€¦ https://t.co/1X5XkqL7HC",Agama
AWATNINews,GADUH | Hei ada juga bapok tua menyampuk. Semua isu nak menyalak! Baik ko jadi kafir dari sibuk masuk Islam tapi meâ€¦ https://t.co/e9fx2iVllK,Agama
loketpaytren2,"@democrazymedia Nah begitu dong... selama ini menjelekan Islam mulu kalau masih beragama islam kan ga etis, tapi kaÃ¢â‚¬Â¦ https://t.co/chIaWRTFRx",Agama
anselittle,"JELEK ANJING MUKA LOE, IDUNG KAYAK BABI AJA BANGGA",Ras
mriIyn,Tunggang lagi agama!!!!!! Tunggang lagi kita tingu masuk syurga ka tida!!!!!!! ðŸ¤šðŸ¤šðŸ¥±,Agama
invincibleisbae,@hoodhawtie Negro power!!!!,Ras
IndraEMCKaskus,@CNNIndonesia ini kafir mah dari dulu emang SJW-nya OPM,Agama
dearestch,"gue bilang juga apa,,, dia sobat kafir",Agama
Hanzalahbaig2,@zidde_naz Kafir Kafir Qadyani Kafir,Agama
Muapaaa,"@Fiya_nisaa Jelek, gantengan gua",Ras
gitskimassie,Terlau banyak orang-orang bodoh yang berseragam. Bahaya!,Ras
ASAHI01FC,"@GYURI97FC Jelek banget anjir, ude jlek brisik lagi",Ras
khalisyazahar98,Banned je laa terus jenama Bella Ammara dgn Appecut ni.. drpd dlu tgk mmg sejenis tunggang agama! Kalini dh terangâ€¦ https://t.co/gPhb3h1irf,Agama
DonnySArifin1,"@TeddyGusnaidi Belajar agama br kemarin sj sudah sok paling suci,,,Kemunafikan tak akan bisa membersihkan darah danâ€¦ https://t.co/Yu7dfKdiz7",Agama
enjang_d,@Motty_hang yang benci FPI PKI dan kaum munafikun,Agama
Shyraaa_,laki bini penunggang agama play victim HAHAHAHAH sial,Agama
Shima_rain83,ga kecam pembunuhan 6 anak muda km 50??nyawa 6 orang islam mang ga lebih berharga dari warga papua yg cuma diinjek kepalanya ya .,Ras
Mastodon8899,@KakGupron Yg lebih goblok lagi yg bilang ras kulit putih dari asia timur,Ras
HustleUtkHasil,@AidaSue Penunggang agama. Jangan disebut nama maha suci Allah kalau sekadar nak tutup bongkak dengan angkuh kau tuâ€¦ https://t.co/FUknzqgH3l,Agama
NKRISAMPAIMATI,@Mei2Namaku Pengikut Yahya Waloni ini pasti. Tolong lah @DivHumas_Polri racun radikalisme udah kayak gini. Kapan adâ€¦ https://t.co/xvNRYoCK62,Agama
aditbn11,"Gw tu heran dah kenapa sih produk Cina tuh selalu gak jelas bahasa Inggris nya.
  
  Gatau emang ngelawak apa emang separah itu di sana~",Ras
TRlMAGO,mahal nyooo nak makan pun harga yahudi,Agama
croxies,@detikcom Saran untuk pemerintah. Hati2 sama cina.,Ras
RP_FAMOUS_2014,"BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 8",Agama
Sahadathusain2,@Efirozkhan Kafir hai tu,Agama
invincibleisbae,@Invincible_Nay @Jazzymoonwalker Negro things ðŸ˜­,Ras
sanymyname,@geonbaefixon ahahahðŸ˜­ JELEK BGT,Ras
CHOCOHYUKS,@kimblrch matanya jereng jelekðŸ˜­,Ras
meleburssi,@souIsinlove kpop k nya kafir jahat setan wallahi gaksanggup haram,Agama
a4our_,"Menag ucapkan Tahniah buat Baha'i atas dasar Baha'i bukan bagian dari Islam 
  Jadi, Tinggal ditunggu aja, ucapan Tahâ€¦ https://t.co/sZWuYt74zT",Agama
ritasuzyanti,@husmazurain Owner bella ammara ni. Dari dulu menyampah. Definisi penunggang agama bleh tgk kt dia la,Agama
rifdanhanif,"Jawabannya tidak, tapi kalo asumsi mbaknya â€œhanyaâ€ orang papua yang diinjak kepalanya atau diperlakukan kasar ketika ditangani aparat dalam keadaan mabuk saya kira itu hiperbola, gitu aja",Ras
kyacra,"Berita yg orang Papua diinjak kepalanya, diberitain di tvone katanya bukan mabuk tapi malak, aneh.",Ras
hadiyantifa,@BadmintonTalk Gila cina anak titan kali ya,Ras
Oversleep0_0,"Mau sejelek apapun kamu jika hatimu baik, tetep aja jelek",Ras
Ikuy13925679,@Nai217_ wkwk mau attitud nya bagus kalo mukanya jelek tetep aja disebut jelek wkwk,Ras
Hariant35960513,@Cobeh09 Jorok cina anjing bawak sampah di buang kemari,Ras
km_seonho,beruntung banget cinta itu buta. seandainya bisa ngeliat? orang jelek mungkin ga laku,Netral
gerraldrg,@aorurabintang Jelek bgt sih emang bibin kaya nama pembantu,Ras
ardrabyasa,@yonkpaws Jelek klodia ðŸ˜”ðŸ˜”,Ras
meow_leader,"@ATamimiPasaribu @Nirmala2205 @ChusnulCh__ Ngarang...ðŸ˜
  Liat dong fitnah kadrun2 itu, Jokowi PKI, Jokowi antek cina,â€¦ https://t.co/6KzfpqbEds",Ras
25O33,@lnstallz jelek banget ew cupu cupu u semuaðŸ¥±ðŸ¥±ðŸ¥±,Ras
fathonisal,"Nahhh gitu Joo sabar. Kalo ga pede netting angkat aja tapi jan nanggung, defence mu jelek juga ðŸ˜”ðŸ˜”",Ras
arifarifah,@urfavcakee anjir mana dirga?! dibilang selera jelek ðŸ˜¤ emang cakepan namanya bian,Ras
_keMATIanN,@rahmatteguh79 @AREAJULID Ni orang jelek si menurutku,Ras
blushincherry,"@dlaceraa iyaaa anjjirrr, paling nenget yang rambutnya keriting cabul anj wkwkkw",Ras
eslavita2,Negro fascista,Ras
banrijaksel,@Hikahaki JELEK ANJIR,Ras
gilangrmdhn,"Asli kalau jujur orang yang ngetest suaranya annoying, jelek pula.",Ras
bentanglebar,"gausah senyum kau didepan ku kntl, jelek kau babi https://t.co/oG18gZv3G8",Ras
rifdanhanif,"@GeldaSMonika @onecigaraday @Puspen_PKI Jawabannya tidak, tapi kalo asumsi mbaknya â€œhanyaâ€ orang papua yang diinjakâ€¦ https://t.co/ndXmXl3bld",Ras
AlvaOmega_,"Oh AcehÃ¢â‚¬Â¦. Jika agama membuatmu tolol, tinggalkan agamamu!
  Gw yakin, Tuhanmu tak begini.
  Belajarlah lagi jadi manusiÃ¢â‚¬Â¦ https://t.co/Rv2xyxyxje",Agama
GusIwan72,@democrazymedia Kaga rugi keilangan orang islam yg gak ngerti agama islam atau dari dulu hanya puraÃ‚Â² islam,Agama
Behrouz45,"Wah kacau nih orang,""Pancasila sejati tak mngistimewakn agama dan ga wajib berTuhan"", ideologi apa ini?..anda telahÃ¢â‚¬Â¦ https://t.co/K5RHFrEh0R",Agama
1stKOREANguy1,"Yang jelek + miskin udah pasti bukan Kristen , Tapi yang cantik,pinter,jago nuyanyi,Cino jowo jago masak,Kaya, UdahÃ¢â‚¬Â¦ https://t.co/OCiEYgamq0",Ras
iamgepuk,"@lunekaze Yaudah gak mau yang jawa jelek kampungan 
  
  https://t.co/kpplG6GyJo",Ras
Vircleville,"@Iridesceut JELEK BGT orang PAPUA iTU, KAYA monyet",Ras
yangmanatautau,Lelaki melayu kuat betul insecure dengan saiz d*ck negro ekkk. Tak habis habis main saiz benda alah tuuuu,Ras
urefavperson,"km jelek kayak babi, dasar negro https://t.co/DMexrqiTeA",Ras
joicelyn07,"Jelek banget anjir, Negro babi anjg monyet",Ras
00Tnks,"@imneex Full negro, baukk semua",Ras
sedangberfiqir,"@BangNoor_ asli dh telat bgt dasar agama teroris, orang2 munafik",Agama
MbahnyaJambrong,"@PantauPapua Hahaha lucunya ini orang monyet mau buat negara sendiri. Jelas-jelas Papua udah merdeka dibawah naungan NKRI, Bro!!",Ras
dollyfairies,wifinya jelek banget kalo akhir bulan NJINGG,Netral
Rakisdianrd,"@tiaasinisuka Sorry typo itu maksudnya dia ngeles ""yg jelekkin Lee/Wang siapa? Pikiran lu aja yg jelek.."" Duo kudaÃ¢â‚¬Â¦ https://t.co/GTdwHnpBoj",Netral
hyejibluemingg,"bagus kak!
  makasii udh mau coverin My UniverseÃ°Å¸Â¥ÂºÃ°Å¸â€™Å“Ã°Å¸â€™Å“",Netral
mrsjimnie_,Bukan mau munafik siapa sih yg tdk mau cantik tapi kita bisa apa kalau Tuhan yg berkehendak beri kita rupa yg berbeÃ¢â‚¬Â¦ https://t.co/cizaro188X,Netral
hourlyyjohnny,JARINGAN JELEK BANGET ANJING NANTI AJA LAH NONTONNYA,Netral
ittadakimass_,ANYING WIFINYA JELEK,Netral
intrelationsuii,"Selain itu, juga menjadi sebuah pengingat untuk tidak lengah dalam menjaga kesucian hati dan akhlak, berpegang teguÃ¢â‚¬Â¦ https://t.co/AwFNmfOILI",Agama
zoel_dmq,"Emang Islam, banyak terorisnya. dasar kamum munafik",Agama
Maryono88328074,@joeallan23 @Yuliati29211086 @Michael57747115 @b4ifern Siapa lagi kalau bukan kaum kadrun yg sok islami.mereka kaum munafik reÃ¢â‚¬Â¦ https://t.co/er4DwK8fQu,Agama
mockdotexe,Wkakwkakwoakwoakakwkakw jilat artis gak gini juga bang Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­,Netral
ki5kat,@ianzxcn dasar papua ga jelek kok.cuma mirip kaya monyet hahaha .,Ras
jenoleesurabaya,"@secretmessagefs hi nder, iya jelek banget hari hari kemaren sampe sekarang buat gua, thank you ya nder lo juga 
  beÃ¢â‚¬Â¦ https://t.co/cpy2u2L3iW",Netral
nsyahmi,"Agreed.
  Harap yang mengaku boleh lakukan perkara sedemikian tu berhentilah dari mengelirukan pelajar sekolah.",Netral
ikankoki28,"@Hiibabycute @bukanlalisa @scztai gabutnya jelek banget ya bangsat, jadi gemes pen cubit alisnya. kek sok cantik aja orang-orang dayak ini. padalah iyuhhh",Ras
AcimAli1,@fadlizon Org banyak berprasangka buruk.....itu di karang agama Fadli...berprasangka baik la ....,Netral
newsutdofficial,Paul Pogba tentang masuk Islam: Ã¢â‚¬Å“Saya pikir itu telah memberi saya identitas. Kadang-kadang Anda mempertanyakan hidÃ¢â‚¬Â¦ https://t.co/PVtndDEktm,Netral
radixwp,"@Behrouz45 @ghazafia @math_sea @CNNIndonesia @RTErdogan @rterdogan_ar @EmineErdogan ""Beragama itu psti berTUHAN""? EÃ¢â‚¬Â¦ https://t.co/eXnUzAE2b7",Netral
maidahaha,"@dimas_zagi sumpah kek gaada ide lain astaga, mana jelek bgt juga. suka niru-niru kaum monyett",Ras
AbdulAz53875859,@TofaTofa_id Calon mentri agama dari partai ummat,Netral
pa_luwuk,"Senin, 18 Oktober 2021.
  Apel Pagi dipimpin oleh Wakil Ketua Pengadilan Agama Luwuk, Ibu Nurmaidah, SHI., MH.Ã¢â‚¬Â¦ https://t.co/KIKjaCdnkN",Netral
nigcning,mampus lo jelek.anak babi hahaha makanya ngaca orang papua gak tahu diri,Ras
focuseyelove,Ka'bah islam anjing edan. Islam agama salah. https://t.co/ikP8MDZFuI,Agama
your4everbestie,@papidisini @scztai Agama jadi konten becandaan. Sinting lu.,Netral
krabsdaughter,mood gue belakangan ini knp jelek trs dah,Netral
dftaxm,wifi jelek ngelag mulu,Netral
fiyyian,@tuornesols sebentar sinyalnya jelek,Netral
FajarSa43628084,@kr1t1kp3d45 Aku mendukung suku dayak.,Netral
hxliophile,"@elinaaakn @theasterin Allahu akbar, jelek bener kamu.harusnya ngaca dulu. baju compang camping kaya orang dayak",Ras
hxliophile,"@elinaaakn @theasterin Allahu akbar, jelek bener kamu. gini ni kalu ada darah papua. jadi mirip monyet.",Ras
krabsdaughter,"isi nya stres sama emosian doang, jelek bgt. emang gitu kalau ngomong sama orang batak harus sabar. kalau gak mau darah tinggi",Ras
thelvin_fa,"@democrazymedia Oalah, bujug!!! 
  Jadi selama ini dia mengaku Islam???
  
  Apa nggak salah ?
  Soalnya kan dia tidak sukaÃ¢â‚¬Â¦ https://t.co/qICDDkZcNy",Netral
nerr_oleander,"@jeannb0yy Sebenernya yang bikin bagus itu muka dazai, coba kalo dazai jelek pasti jadi jelek jg WKOSKEKEKEK",Ras
ananda2906,"@jessicaberliin mending yg bajingan, gak MUNAFIK emang dasar agama teroris",Agama
KaumReceh22,@akun__recehan RR manusia munafik!!! dasar kafir lo,Agama
xxlckxx,"At Taubah 31 ""Mereka menjadikan rahib2 sebagai tuhan selain Allah"" Ocehan Muhammad BIADAB menebar Fitnah & Kebencian
 https://t.co/q89XCB9yn9",Agama
yunndaaa,"Gus Mus yang harus sadar bahwa Quran kitab suci, Muhammad nabi, Allah SWT tuhan, dan azan adalah hoax https://t.co/sFDuGb1GZg",Agama
Muhamma86720404,"Semua Profesor & Doktor Islam menghirup hoax Quran kitab suci, Muhammad nabi, Allah SWT tuhan & muntahkan hoax juga
 https://t.co/Qbs1Zu6CfJ",Agama
puchasua,Bersyukur kepada Allah SWT DUNGU serta BIADAB malah jadi manusia RUSAK,Agama
Miftahul272,"Pertanyaan salah alamat, datangi MUI, NU, Muhammadiyah, atau ICMI marah & NANGIS bersama, tak ada solusi Buang Islam
 https://t.co/JxExwrgBOn",Agama
BNPTRI,"Lafaz Allah SWT memang BERHALA Islam, lebih baik Pemkab Muhammad orang mulia atau manusia BIADAB https://t.co/3Jul0XBoiN",Agama
BNPTRI,"Ahlak Muhammad biadab yg membantai 800 Yahudi jadi teladan para teroris, melihara banyak istri jadi teladan poligami
 dungu sampah kitab tuhan",Agama
AmirMahazir,"Yassss, buat salah
  
  : petik agama sikit, ok laa, play victim la, tunggang laa selagi boleh tunggang. HahahaHarrei",Agama
PengusahaRasa,@lukmansaifuddin Tpi tidak diakui negara sbg Agama! agama bahai sok kuat,Agama
guzthart,"Klarifikasi lebih dulu Muhammad orang mulia atau manusia BIADAB, terbukti manusia BIADAB, lempar batu di Monas saja
 https://t.co/vLCS9u5TBx",Agama
ahyanaseyo,"Siapa pun yang mengungkap di ruang publik Quran kitab suci, Muhammad nabi, Allah SWT tuhan melakukan pidana PENIPUAN
 https://t.co/IYKgPk55W4",Agama
kembaracitta,"Jelaskan Quran kitab sampah, Muhammad bejad, Allah SWT dungu & biadab, https://t.co/MNs0n4DQLa",Agama
Hayuningrat7,Tolong ini di usut @DivHumas_Polri dan mohon @YaqutCQoumas turun tangan minyikapi arogansi yang saya pikir adalahâ€¦ https://t.co/JpCRfmpqOp,Netral
sunjaya,"Jelaskan Quran kitab sampah, Muhammad bejad, Allah SWT dungu & biadab, https://t.co/MNs0n4DQLa",Agama
VirdazY,"GM: Melarang Kristen jadi pemimpin tak adil.> Jelaskan isi Quran OCEHAN Muhammad BIADAB, energi bangsa terselamatkan
 https://t.co/g1breXEZ9B",Agama
Hayuningrat7,"Terbukti benar hrus dipercaya benar, tak jelas benar & salah boleh dipercaya benar, jelas salah tak boleh dipercaya benar, Quran jelas salah",Agama
widjitoekoel,"Muslim mau jadi ilmuwan SEJATI bantah dulu scara ilmiah Quran kitab sampah, Muhammad bejad, Allah SWT dungu & biadab
 https://t.co/vrp0QmBG1V",Agama
banrijaksel,"@Hikahaki JELEK ANJIR, kayak babi hidungnya. emang gitu ya orang dayak",Ras
bentanglebar,"gausah senyum kau didepan ku kntl, jelek kau babi https://t.co/oG18gZv3G8",Ras
rifdanhanif,"@GeldaSMonika @onecigaraday @Puspen_PKI Jawabannya tidak, tapi kalo asumsi mbaknya â€œhanyaâ€ orang papua yang diinjakâ€¦ https://t.co/ndXmXl3bld",Ras
fathonisal,"Nahhh gitu Joo sabar. Kalo ga pede netting angkat aja tapi jan nanggung, defence mu jelek juga ðŸ˜”ðŸ˜”",Ras
yeonjungr,SEJAK KAPAN TU ORG CINA? SOK cantik anjing emang,Ras
StanChimmy1,CINA SUMBER PENYAKIT,Ras
agengLarasati,"JANGAN SOK CANTIK KAU BABI, DASAR KETURUNAN PENYAKIT KAU CINA",Ras
zoabnida,"@smurfmong anying, NGAKAK . jelek aja bangga. dasar negro!!!",Ras
Cintada16,"@geloraco Tumben media Kadrun ngabarin berita jelek kadrun, Hoax kagak niÃ°Å¸Ëœâ€š",Ras
dhankef,"@ridwanhr Politik kelas kampungan, memalukan",Ras
DapurPandan,"@kompascom Maka, oleh sebab itu bertindaklah secara tegas kepada kadermu yang rasis yang menciderai kebhenekaan negara ini.",Netral
Namira635,"Baru caleg aja sudah rasis dan merendahkan kesesama anak bangsa, kalau dah jadi apa gak semena"" kepada sesamanya inÃ¢â‚¬Â¦ https://t.co/2AKQwYyr2q",Ras
mithaveiro,@riobintang27 @nikmahh1 @IndoCringe_ Aku hitam brrti aku TNI wkw,Ras
AllabanNasrap,"@NawariErika Kalo maksain ke tanah borne...si kaum Rasis,alamat hilang biji pelernya",Ras
Galaknesian,Untung sekali cinta itu buta. Coba kalo bisa ngelihat? orang jelek pasti ngga laku. #Ngakak,Ras
jalantengahku,@cahh_keplek Tradisi melindungi sesama suku dayak jika merasa terancam.. Tradisi yg gak blh sembarangan hrs mengikuti adat..,Ras
tatargila,@merangkuI yea... kukira wibu ras terkuat tp ternyata udah ada yang ngalahin,Netral
jedunssi,jelek lu semua https://t.co/44e299wewZ,Ras
teukufarhan,Kaum halu yang nihil jejak peradaban sering menanggapi hal yang tidak perlu dipertentangkan. Mempertentangkan budayÃ¢â‚¬Â¦ https://t.co/cKy0a2Yj9c,Ras
SutanSanz,"Perubahan Pendekatan dan Operasi TNI-Polri di Papua Mendapat Apresiasi
  https://t.co/CdM1VelEbN
  
  Nusantara Indonesia Raya",Ras
bocilnakal0912,"GAK USAH KABUR LO GOBLOK, LOG OUT AKUN GA BIKIN DOSA JARIYAH LO KEPUTUS. SEMUA INI AKARNYA DARI LO. MAMPUS MAMPUS LÃ¢â‚¬Â¦ https://t.co/Fs6OflVOeR",Ras
pzikofat,Semalam mimpi gue jelek bgt :( yahh tapi masih jelekan kelakuan mntan aku sih,Ras
Cintada16,"Yang jelek + miskin udah pasti bukan Kristen , Tapi yang cantik,pinter,jago nuyanyi,Cino jowo jago masak,Kaya, UdahÃ¢â‚¬Â¦ https://t.co/OCiEYgamq0",Ras
DapurPandan,"@kompascom Maka, oleh sebab itu bertindaklah secara tegas kepada kadermu yang rasis yang menciderai kebhenekaan negara ini.",Ras
DJ__007__,@dyahNeZza @Valeryanbr @Official_PAN Kelakuan Ketum PSI ini mmg menjijikkan dan merendahkan harkat martabat sbg manusia Ã°Å¸Â¤Â¦Ã°Å¸ËœÂªÃ°Å¸ËœÂ,Ras
jalantengahku,@cahh_keplek Tradisi melindungi sesama suku dayak jika merasa terancam.. Tradisi yg gak blh sembarangan hrs mengikuti adat..,Ras
Lautan_Hati_,"@KUI__YANG Penerus kejahatan terhadap kemanusiaan!
  Pesta Tak Tahu Malu,
  Tiongkok Tak Tahu Malu!
  Anda tidak mewakiliÃ¢â‚¬Â¦ https://t.co/29O6wxcyRy",Netral
jinniielamp,suka sebel koreaboo yg terlalu glorifikasi korea dan banding2in sama indonesia padahal tiap negera punya plus minusÃ¢â‚¬Â¦ https://t.co/TPDChsoXmJ,Ras
Geischade,ga sopan banget walau aku bukan keturunan cina Ã°Å¸ËœÂ­,Ras
nuklisr,@rapunjane Skip orang jelek,Ras
Theasbaha_,"@IwanSt33663339 @SantorinisSun Cina terus tidak ada bahan lain.
  sini main2 ke kalimantan bung jangan asal omong kosong",Ras
novandhiSP,@kriss_account Sekarang disono juga makin jelek Ã°Å¸Â¤Â£,Ras
gundudthecat,"@mokodud Ngaca berdua trs blg Ã¢â‚¬Å“liat tuh siapa, jelek bgt anak bauuÃ¢â‚¬Â Ã°Å¸â€˜ÂÃ°Å¸ÂÂ»",Ras
aldyree,"@edymulyadilagi woi , warga kalimantan juga ga bakal mau tinggal di tempat kumuh kaya jkt , tempat polusi kaya jktÃ¢â‚¬Â¦ https://t.co/deXtCWMsC8",Ras
ProfOnline_id,"Data ini adalah soal mereka yang menentang kekuasaan.
  
  Mending kamu kupas tragedi pembantaian etnis China yang sekaÃ¢â‚¬Â¦ https://t.co/EAMMw2ggSE",Ras
AKUsetiaNKRI,"Sangat bs membedakan antara nyinyir dan kritik apalagi nyinyiran dr partai receh rendahan
  
  Gini amat lulusan amrikÃ¢â‚¬Â¦ https://t.co/yKLjeGrqGU",Ras
kumisaurus,"Udah miskin, jelek, kisah percintaan buruk Ã°Å¸Â¤Â¦Ã°Å¸ÂÂ»Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸Â",Ras
AkekHera,"@LionaNara Di tanah Arab sana ada satu suku tapi gak bisa damai, Indonesia dg berbagai macam suku bangsa bisa menjaÃ¢â‚¬Â¦ https://t.co/B5G3oyRpzc",Ras
DikiAndria2,"Paling ganteng dipilih, sehingga beberapa yang jelek mungkin sudah difilter.",Ras
kanjengjaka,"og mikir belanda diadili, lawong indonesia malah bayar ganti rugi ke belanda yg br lunas beberapa waktu lalu.
  hedehÃ¢â‚¬Â¦ https://t.co/sua8uy4B9b",Ras
ndutdutdut,muka jelek perilaku jelek jg hadeehhh kasiann Ã°Å¸â€˜Å½Ã°Å¸ÂÂ»,Ras
Kaeridotcom,"Yang rambut nya pink????? Preman.. Jelek banget... Udah durhaka, rambut pink preman wkwk.. Jelek",Ras
Lautan_Hati_,"@JohnDoe1284495 Penerus kejahatan terhadap kemanusiaan!
  Pesta Tak Tahu Malu,
  Tiongkok Tak Tahu Malu!
  Anda tidak mewÃ¢â‚¬Â¦ https://t.co/a2y8myL04V",Ras
afifnexa_,"Kok mau ya cewek gw ama gw,gw kan jelek njir https://t.co/h7kUqbWvRP",Ras
Jiali80926348,"@TofaTofa_id SUNDA itu bukan Hanya Suku kami,tapi kalo lo tau SUNDA adalah Sebuah Ageman atau Pegangan Awal KehidupÃ¢â‚¬Â¦ https://t.co/7LXn4j6OrF",Ras
terusketogen,@TimpalBali KAMPUNGAN CI BANGSAT,Ras
mctryoshka,"@tanyakanrl bilang ""bacot lo jelek. siapa si lo? mak gue? suka2 gue lah, idup2 w. komentar tros.""",Ras
pinkeufiy,renjun rambutnya pendek jadi keliatan tambah mungil Ã°Å¸ËœÂ­Ã°Å¸Â¤Â¸Ã°Å¸ÂÂ»Ã¢â‚¬ÂÃ¢â„¢â‚¬Ã¯Â¸Â,Ras
Bacot_SQ,"Udah jelek, sok cantik, matre, sok kaya, pamer-pamer di social network tentang pacar, alay kali ya?",Ras
renchxn,@kadoyyo YA PUN GANTENG BANGET KELIATAN KAYAK ORANG CINA TT,Ras
ngeriyakak,"@rajaampattsh Bagusan gemuk lu bang 
  Pas sma lucu njir akwowkw",Ras
