Date,gold_price,snp500_price,usdollarindex_price,crudeoil_price
2005-03-15,441.4,1197.8,82.12,55.05
2005-03-16,444.2,1188.1,81.62,56.46
2005-03-17,439.1,1190.2,81.84,56.4
2005-03-18,439.7,1189.7,82.13,56.72
2005-03-21,431.4,1183.8,82.88,56.62
2005-03-22,431.6,1171.7,83.36,56.03
2005-03-23,425.4,1172.5,84.0,53.81
2005-03-24,424.8,1171.4,84.13,54.84
2005-03-28,426.0,1174.3,84.62,54.05
2005-03-29,426.0,1165.4,84.32,54.23
2005-03-30,429.5,1181.4,84.29,53.99
2005-03-31,431.1,1180.6,84.06,55.4
2005-04-01,428.3,1172.9,84.43,57.27
2005-04-04,426.0,1176.1,84.78,57.01
2005-04-05,426.6,1181.4,84.66,56.04
2005-04-06,429.2,1184.1,84.68,55.85
2005-04-07,428.4,1191.1,84.87,54.11
2005-04-08,428.8,1181.2,84.47,53.32
2005-04-11,430.4,1181.2,84.16,53.71
2005-04-12,429.3,1187.8,84.42,51.86
2005-04-13,431.0,1173.8,84.42,50.22
2005-04-14,425.6,1162.0,85.0,51.13
2005-04-15,426.5,1142.6,84.56,50.49
2005-04-18,429.0,1146.0,84.0,50.37
2005-04-19,434.4,1152.8,83.76,52.29
2005-04-20,436.7,1137.5,83.52,52.44
2005-04-21,434.4,1160.0,83.7,54.2
2005-04-22,435.6,1152.1,83.5,55.39
2005-04-25,435.8,1162.1,83.82,54.57
2005-04-26,439.0,1151.7,83.96,54.2
2005-04-27,434.1,1156.4,84.12,51.61
2005-04-28,432.4,1143.2,84.35,51.77
2005-04-29,436.1,1156.8,84.43,49.72
2005-05-02,430.5,1162.2,84.49,50.92
2005-05-03,427.7,1161.2,84.51,49.5
2005-05-04,430.0,1175.7,84.0,50.13
2005-05-05,430.7,1172.6,83.94,50.83
2005-05-06,426.9,1171.3,84.61,50.96
2005-05-09,426.9,1178.8,84.64,52.03
2005-05-10,427.9,1166.2,84.45,52.07
2005-05-11,427.9,1171.1,84.94,50.45
2005-05-12,422.2,1159.4,85.49,48.54
2005-05-13,420.7,1154.0,86.1,48.67
2005-05-16,419.3,1165.7,86.12,48.61
2005-05-17,419.8,1173.8,86.21,48.97
2005-05-18,421.9,1185.6,85.82,47.25
2005-05-19,420.8,1191.1,86.09,46.92
2005-05-20,417.7,1189.3,86.63,46.8
2005-05-23,416.9,1193.9,86.4,49.16
2005-05-24,417.7,1194.1,86.37,49.67
2005-05-25,418.9,1190.0,86.35,50.98
2005-05-26,418.0,1197.6,86.85,51.01
2005-05-27,419.8,1198.8,86.42,51.85
2005-05-31,418.9,1191.5,87.76,51.97
2005-06-01,417.7,1202.3,88.11,54.6
2005-06-02,424.8,1204.3,87.75,53.63
2005-06-03,425.8,1196.0,88.04,55.03
2005-06-06,428.4,1197.5,87.6,54.49
2005-06-07,426.7,1197.3,87.49,53.76
2005-06-08,426.6,1194.7,87.88,52.54
2005-06-09,426.1,1200.9,88.07,54.28
2005-06-10,429.3,1198.1,88.69,53.54
2005-06-13,431.1,1200.8,88.95,55.62
2005-06-14,429.3,1203.9,89.26,55.0
2005-06-15,430.9,1206.6,88.65,55.57
2005-06-16,437.9,1211.0,88.72,56.58
2005-06-17,440.0,1217.0,87.73,58.47
2005-06-20,440.0,1216.1,88.49,59.37
2005-06-21,440.5,1213.6,88.18,58.9
2005-06-22,439.7,1213.9,88.56,58.09
2005-06-23,443.2,1200.7,89.12,59.42
2005-06-24,442.0,1191.6,88.78,59.84
2005-06-27,441.7,1190.7,88.45,60.54
2005-06-28,437.7,1201.6,88.99,58.2
2005-06-29,438.6,1199.8,89.11,57.26
2005-06-30,437.1,1191.3,89.11,56.5
2005-07-01,428.8,1194.4,90.13,58.75
2005-07-04,918.5599999999998,2044.28,90.43,60.29600000000001
2005-07-05,423.9,1205.0,90.44,59.59
2005-07-06,424.5,1194.9,90.38,61.28
2005-07-07,424.2,1197.9,90.28,60.73
2005-07-08,423.8,1211.9,90.25,59.63
2005-07-11,426.3,1219.4,89.46,58.92
2005-07-12,427.1,1222.2,88.41,60.62
2005-07-13,424.6,1223.3,89.31,60.01
2005-07-14,420.2,1226.5,89.4,57.8
2005-07-15,421.3,1227.9,89.72,58.09
2005-07-18,421.0,1221.1,89.64,57.32
2005-07-19,420.2,1229.3,89.85,57.46
2005-07-20,422.1,1235.2,89.34,56.72
2005-07-21,425.7,1227.0,88.93,57.13
2005-07-22,425.0,1233.7,89.64,58.65
2005-07-25,425.9,1229.0,89.6,59.0
2005-07-26,423.5,1231.2,90.0,59.2
2005-07-27,424.8,1236.8,89.73,59.11
2005-07-28,433.3,1243.7,89.34,59.94
2005-07-29,435.8,1234.2,89.35,60.57
2005-08-01,437.7,1235.3,88.8,61.57
2005-08-02,437.7,1244.1,88.76,61.89
2005-08-03,442.7,1245.0,87.99,60.86
2005-08-04,443.7,1235.9,87.8,61.38
2005-08-05,442.8,1226.4,88.06,62.31
2005-08-08,440.3,1223.1,87.92,63.94
2005-08-09,439.8,1231.4,87.89,63.07
2005-08-10,442.0,1229.1,87.61,64.9
2005-08-11,450.9,1237.8,87.1,65.8
2005-08-12,451.4,1230.4,86.98,66.86
2005-08-15,447.6,1233.9,87.32,66.27
2005-08-16,451.5,1219.3,87.43,66.08
2005-08-17,445.2,1220.2,88.0,63.25
2005-08-18,444.7,1219.0,88.59,63.27
2005-08-19,442.2,1219.7,88.58,65.35
2005-08-22,443.0,1221.7,88.14,65.45
2005-08-23,444.3,1217.6,88.08,65.71
2005-08-24,442.2,1209.6,87.91,67.32
2005-08-25,443.1,1212.4,87.64,67.49
2005-08-26,442.1,1205.1,87.86,66.13
2005-08-29,441.4,1212.3,88.25,67.2
2005-08-30,435.5,1208.4,88.35,69.81
2005-08-31,438.1,1220.3,87.58,68.94
2005-09-01,446.5,1221.6,86.55,69.47
2005-09-02,448.5,1218.0,86.3,67.57
2005-09-06,448.6,1233.4,86.57,65.96
2005-09-07,449.0,1236.4,86.97,64.37
2005-09-08,450.7,1231.7,87.04,64.49
2005-09-09,453.0,1241.5,86.89,64.08
2005-09-12,453.7,1240.6,87.71,63.34
2005-09-13,450.0,1231.2,87.75,63.11
2005-09-14,453.7,1227.2,87.67,65.09
2005-09-15,459.3,1227.7,88.13,64.75
2005-09-16,463.3,1237.9,88.05,63.0
2005-09-19,470.4,1231.0,88.44,67.39
2005-09-20,470.0,1221.3,88.6,66.23
2005-09-21,472.6,1210.2,88.14,66.8
2005-09-22,470.3,1214.6,88.56,66.5
2005-09-23,467.2,1215.3,89.21,64.19
2005-09-26,469.5,1215.6,89.11,65.82
2005-09-27,466.2,1215.7,89.6,65.07
2005-09-28,473.1,1216.9,89.47,66.35
2005-09-29,475.8,1227.7,89.4,66.79
2005-09-30,472.3,1228.8,89.52,66.24
2005-10-03,469.3,1226.7,90.13,65.47
2005-10-04,469.3,1214.5,90.1,63.9
2005-10-05,469.3,1196.4,89.98,62.79
2005-10-06,475.0,1191.5,88.66,61.36
2005-10-07,477.7,1195.9,89.17,61.84
2005-10-10,478.0,1187.3,89.46,61.8
2005-10-11,479.8,1184.9,89.97,63.53
2005-10-12,476.6,1177.7,89.63,64.12
2005-10-13,473.8,1176.8,89.81,63.08
2005-10-14,471.8,1186.6,89.35,62.63
2005-10-17,476.6,1190.1,89.8,64.36
2005-10-18,474.6,1178.1,90.29,63.2
2005-10-19,465.8,1195.8,89.99,62.41
2005-10-20,463.2,1177.8,89.91,61.03
2005-10-21,469.1,1179.6,90.31,60.63
2005-10-24,467.0,1199.4,90.11,60.32
2005-10-25,474.7,1196.5,89.24,62.44
2005-10-26,473.0,1191.4,89.49,60.66
2005-10-27,475.6,1178.9,89.1,61.09
2005-10-28,474.8,1198.4,89.59,61.22
2005-10-31,466.9,1207.0,90.07,59.76
2005-11-01,460.6,1202.8,90.08,59.85
2005-11-02,464.6,1214.8,89.72,59.75
2005-11-03,461.9,1219.9,90.44,61.78
2005-11-04,457.9,1220.1,91.26,60.58
2005-11-07,460.4,1222.8,91.29,59.47
2005-11-08,462.3,1218.6,91.37,59.71
2005-11-09,467.5,1220.7,91.5,58.93
2005-11-10,467.7,1231.0,92.08,57.8
2005-11-11,469.4,1234.7,91.98,57.53
2005-11-14,469.1,1233.8,92.13,57.69
2005-11-15,469.0,1229.0,92.09,56.98
2005-11-16,479.1,1231.2,92.33,57.88
2005-11-17,486.9,1242.8,91.88,56.34
2005-11-18,486.2,1248.3,91.93,56.14
2005-11-21,489.5,1254.8,92.03,57.7
2005-11-22,492.9,1261.2,91.5,58.84
2005-11-23,492.3,1265.6,91.51,58.71
2005-11-25,1603.9,1268.2,92.04,59.61
2005-11-28,498.3,1257.5,90.98,57.36
2005-11-29,503.5,1257.5,91.62,56.5
2005-11-30,498.7,1249.5,91.57,57.32
2005-12-01,506.3,1264.7,91.82,58.47
2005-12-02,507.0,1265.1,91.95,59.32
2005-12-05,512.6,1262.1,91.48,59.91
2005-12-06,513.8,1263.7,91.44,59.94
2005-12-07,517.8,1257.4,91.89,59.21
2005-12-08,522.7,1255.8,91.26,60.66
2005-12-09,530.2,1259.4,91.25,59.39
2005-12-12,531.5,1260.4,90.35,61.3
2005-12-13,524.1,1267.4,90.38,61.37
2005-12-14,509.5,1272.7,89.83,60.85
2005-12-15,506.6,1270.9,90.02,59.99
2005-12-16,505.9,1267.3,89.7,58.06
2005-12-19,506.1,1259.9,89.87,57.34
2005-12-20,497.0,1259.6,90.78,57.98
2005-12-21,495.3,1262.8,90.94,58.56
2005-12-22,505.0,1268.1,90.72,58.28
2005-12-23,505.2,1268.7,90.84,58.43
2005-12-27,510.1,1256.5,91.19,58.16
2005-12-28,516.3,1258.2,91.26,59.82
2005-12-29,517.5,1254.4,91.1,60.32
2005-12-30,519.7,1248.3,91.17,61.04
2006-01-03,532.5,1268.8,89.84,63.14
2006-01-04,535.6,1273.5,89.14,63.42
2006-01-05,527.8,1273.5,89.33,62.79
2006-01-06,541.2,1285.5,88.85,64.21
2006-01-09,550.5,1290.2,89.25,63.5
2006-01-10,545.7,1289.7,89.33,63.37
2006-01-11,550.1,1294.2,88.99,63.94
2006-01-12,549.3,1286.1,89.44,63.94
2006-01-13,557.0,1287.6,88.89,63.92
2006-01-17,554.3,1282.9,89.3,66.31
2006-01-18,544.5,1277.9,89.26,65.73
2006-01-19,559.0,1285.0,89.39,66.83
2006-01-20,554.0,1261.5,88.95,68.35
2006-01-23,558.7,1263.8,87.95,68.1
2006-01-24,558.1,1266.9,88.06,67.06
2006-01-25,562.5,1264.7,88.33,65.85
2006-01-26,559.9,1273.8,88.62,66.26
2006-01-27,558.8,1283.7,89.32,67.76
2006-01-30,570.6,1285.2,89.42,68.35
2006-01-31,575.5,1280.1,88.96,67.92
2006-02-01,574.0,1282.5,89.51,66.56
2006-02-02,576.8,1270.8,89.37,64.68
2006-02-03,571.6,1264.0,89.89,65.37
2006-02-06,574.3,1265.0,90.29,65.11
2006-02-07,554.8,1254.8,90.24,63.09
2006-02-08,553.8,1265.7,90.43,62.55
2006-02-09,568.1,1263.8,90.29,62.62
2006-02-10,553.5,1267.0,90.55,61.84
2006-02-13,542.1,1262.9,90.54,61.24
2006-02-14,548.9,1275.5,90.54,59.57
2006-02-15,542.7,1280.0,90.72,57.65
2006-02-16,548.8,1289.4,90.73,58.46
2006-02-17,554.6,1287.2,90.64,59.88
2006-02-21,556.6,1283.0,90.55,61.1
2006-02-22,556.6,1292.7,90.67,61.01
2006-02-23,550.9,1287.8,90.39,60.54
2006-02-24,561.2,1289.4,90.61,62.91
2006-02-27,557.0,1294.1,90.63,61.0
2006-02-28,563.9,1280.7,90.11,61.41
2006-03-01,565.8,1291.2,90.22,61.97
2006-03-02,570.4,1289.1,89.56,63.36
2006-03-03,568.0,1287.2,89.66,63.67
2006-03-06,556.8,1278.3,89.89,62.41
2006-03-07,554.5,1275.9,90.77,61.58
2006-03-08,544.3,1278.5,90.62,60.02
2006-03-09,547.0,1272.2,90.75,60.47
2006-03-10,541.3,1281.6,90.85,59.96
2006-03-13,547.5,1284.1,90.54,61.77
2006-03-14,553.0,1297.5,90.0,63.1
2006-03-15,554.4,1303.0,89.7,62.17
2006-03-16,555.4,1305.3,89.07,63.58
2006-03-17,555.1,1307.2,88.92,62.77
2006-03-20,556.1,1305.1,89.13,60.42
2006-03-21,553.2,1297.2,89.62,60.57
2006-03-22,551.7,1305.0,89.72,61.77
2006-03-23,550.8,1301.7,90.46,63.91
2006-03-24,560.5,1303.0,90.07,64.26
2006-03-27,567.4,1301.6,90.07,64.16
2006-03-28,567.0,1293.2,90.25,66.07
2006-03-29,573.3,1302.9,90.25,66.45
2006-03-30,591.8,1300.2,89.39,67.15
2006-03-31,586.7,1294.8,89.73,66.63
2006-04-03,594.3,1297.8,89.63,66.74
2006-04-04,590.6,1305.9,88.83,66.23
2006-04-05,592.5,1311.6,88.63,67.07
2006-04-06,599.7,1309.0,88.96,67.94
2006-04-07,592.7,1295.5,89.63,67.39
2006-04-10,601.8,1296.6,89.72,68.74
2006-04-11,599.4,1286.6,89.44,68.98
2006-04-12,601.3,1288.1,89.62,68.62
2006-04-13,600.1,1289.1,89.62,69.32
2006-04-17,618.8,1285.3,88.64,70.4
2006-04-18,623.3,1307.7,88.24,71.35
2006-04-19,636.0,1309.9,87.79,72.17
2006-04-20,623.1,1311.5,88.25,71.95
2006-04-21,635.5,1311.3,88.05,75.17
2006-04-24,623.9,1308.1,87.45,73.33
2006-04-25,634.2,1301.7,87.32,72.88
2006-04-26,642.0,1305.4,87.22,71.93
2006-04-27,636.3,1309.7,86.63,70.97
2006-04-28,654.5,1310.6,86.11,71.88
2006-05-01,660.2,1305.2,85.97,73.7
2006-05-02,667.4,1313.2,85.79,74.61
2006-05-03,668.5,1307.8,85.84,72.28
2006-05-04,676.5,1312.2,85.84,69.94
2006-05-05,684.3,1325.8,85.12,70.19
2006-05-08,679.9,1324.7,85.23,69.77
2006-05-09,701.5,1325.1,84.83,70.69
2006-05-10,705.7,1322.8,84.5,72.13
2006-05-11,721.5,1305.9,84.27,73.32
2006-05-12,711.8,1291.2,83.96,72.04
2006-05-15,685.0,1294.5,84.54,69.41
2006-05-16,692.9,1292.1,84.17,69.53
2006-05-17,691.8,1270.3,84.85,68.69
2006-05-18,680.9,1261.8,84.51,69.45
2006-05-19,657.0,1267.0,84.88,68.53
2006-05-22,657.7,1262.1,84.35,69.23
2006-05-23,673.7,1256.6,84.35,71.76
2006-05-24,637.5,1258.6,84.95,69.86
2006-05-25,648.5,1272.9,84.65,71.32
2006-05-26,651.0,1280.2,85.26,71.37
2006-05-30,660.5,1259.8,84.28,72.03
2006-05-31,649.0,1270.1,84.72,71.29
2006-06-01,633.5,1285.7,84.79,70.34
2006-06-02,641.0,1288.2,84.05,72.33
2006-06-05,648.7,1265.3,84.14,72.6
2006-06-06,634.7,1263.8,84.73,72.5
2006-06-07,632.6,1256.2,84.99,70.82
2006-06-08,613.8,1257.9,85.91,70.35
2006-06-09,612.8,1252.3,85.72,71.63
2006-06-12,611.3,1236.4,85.85,70.36
2006-06-13,566.8,1223.7,86.43,68.56
2006-06-14,566.5,1230.0,86.14,69.14
2006-06-15,570.3,1256.2,86.02,69.5
2006-06-16,581.7,1251.5,85.92,69.88
2006-06-19,572.4,1240.1,86.31,68.98
2006-06-20,580.5,1240.1,86.18,68.94
2006-06-21,591.0,1252.2,85.78,70.33
2006-06-22,585.4,1245.6,86.39,70.84
2006-06-23,588.0,1244.5,86.82,70.87
2006-06-26,587.7,1250.6,86.49,71.8
2006-06-27,584.4,1239.2,86.47,71.92
2006-06-28,581.0,1246.0,86.63,72.19
2006-06-29,588.9,1272.9,85.87,73.52
2006-06-30,616.0,1270.2,85.22,73.93
2006-07-03,802.22,1280.2,85.18,73.93
2006-07-05,629.7,1270.9,85.6,75.19
2006-07-06,636.3,1274.1,85.35,75.14
2006-07-07,634.8,1265.5,84.98,74.09
2006-07-10,626.1,1267.3,85.5,73.61
2006-07-11,642.9,1272.5,85.36,74.16
2006-07-12,651.2,1258.6,85.91,74.95
2006-07-13,654.4,1242.3,85.79,76.7
2006-07-14,668.0,1236.2,86.09,77.03
2006-07-17,651.9,1234.5,86.96,75.3
2006-07-18,629.5,1236.9,87.01,73.54
2006-07-19,642.8,1259.8,86.46,72.66
2006-07-20,632.5,1249.1,86.22,73.08
2006-07-21,620.2,1240.3,85.93,74.43
2006-07-24,613.2,1260.9,86.34,75.05
2006-07-25,618.0,1268.9,86.64,73.75
2006-07-26,621.9,1268.4,85.93,73.94
2006-07-27,632.5,1263.2,85.87,74.54
2006-07-28,647.8,1278.5,85.44,73.24
2006-07-31,646.8,1276.7,85.3,74.4
2006-08-01,658.8,1270.9,85.05,74.91
2006-08-02,664.1,1278.5,85.05,75.81
2006-08-03,657.0,1280.3,85.02,75.46
2006-08-04,656.0,1279.4,84.57,74.76
2006-08-07,659.5,1275.8,84.75,76.98
2006-08-08,657.3,1271.5,84.66,76.31
2006-08-09,662.0,1266.0,84.71,76.35
2006-08-10,646.0,1271.8,85.08,74.0
2006-08-11,644.4,1266.7,85.52,74.35
2006-08-14,639.3,1268.2,85.64,73.53
2006-08-15,632.9,1285.6,85.22,73.05
2006-08-16,639.0,1295.4,84.88,71.89
2006-08-17,625.3,1297.5,85.04,70.06
2006-08-18,621.7,1302.3,85.09,71.14
2006-08-21,635.2,1297.5,84.63,72.45
2006-08-22,634.0,1298.8,85.18,72.63
2006-08-23,633.0,1293.0,85.13,71.76
2006-08-24,628.5,1296.1,85.28,72.36
2006-08-25,630.8,1295.1,85.38,72.51
2006-08-28,623.9,1301.8,85.23,70.61
2006-08-29,619.1,1304.3,84.91,69.71
2006-08-30,626.1,1304.3,84.97,70.03
2006-08-31,634.2,1303.8,85.05,70.26
2006-09-01,632.6,1311.0,84.94,69.19
2006-09-05,646.9,1313.2,85.0,68.6
2006-09-06,641.8,1300.3,85.1,67.5
2006-09-07,624.9,1294.0,85.53,67.32
2006-09-08,617.3,1298.9,85.95,66.25
2006-09-11,597.3,1299.5,85.92,65.61
2006-09-12,594.3,1313.1,85.92,63.76
2006-09-13,596.3,1318.1,85.87,63.97
2006-09-14,586.0,1316.3,85.66,63.22
2006-09-15,583.0,1319.9,85.99,63.33
2006-09-18,592.8,1321.2,85.81,63.8
2006-09-19,583.2,1318.3,85.94,61.66
2006-09-20,586.2,1325.2,85.81,60.46
2006-09-21,588.3,1318.0,85.18,61.59
2006-09-22,595.4,1314.8,85.2,60.55
2006-09-25,595.9,1326.4,85.29,61.45
2006-09-26,597.1,1336.3,85.63,61.01
2006-09-27,603.3,1336.6,85.66,62.96
2006-09-28,610.9,1339.2,85.72,62.76
2006-09-29,604.2,1335.8,85.97,62.91
2006-10-02,603.3,1331.3,85.59,61.03
2006-10-03,581.5,1334.1,85.71,58.68
2006-10-04,566.7,1350.2,85.84,59.41
2006-10-05,575.5,1353.2,85.92,60.03
2006-10-06,576.8,1349.6,86.44,59.76
2006-10-09,582.8,1350.7,86.52,59.96
2006-10-10,576.2,1353.4,87.02,58.52
2006-10-11,576.5,1350.0,87.12,57.59
2006-10-12,580.3,1362.8,86.92,57.86
2006-10-13,592.7,1365.6,87.12,58.57
2006-10-16,598.5,1369.0,87.0,59.94
2006-10-17,593.5,1364.0,86.87,58.93
2006-10-18,592.6,1366.0,86.88,57.65
2006-10-19,602.5,1367.0,86.24,58.5
2006-10-20,596.4,1368.6,86.27,56.82
2006-10-23,582.9,1377.0,86.71,58.81
2006-10-24,587.6,1377.4,86.63,59.35
2006-10-25,590.8,1382.2,86.38,61.4
2006-10-26,599.8,1389.1,85.89,60.36
2006-10-27,601.0,1377.3,85.56,60.75
2006-10-30,607.4,1377.9,85.59,58.36
2006-10-31,606.8,1377.9,85.32,58.73
2006-11-01,619.3,1367.8,85.32,58.71
2006-11-02,627.8,1367.3,85.34,57.88
2006-11-03,629.2,1364.3,85.71,59.14
2006-11-06,627.9,1379.8,85.75,60.02
2006-11-07,627.9,1382.8,85.43,58.93
2006-11-08,618.3,1385.7,85.41,59.83
2006-11-09,636.8,1378.3,85.18,61.16
2006-11-10,630.1,1380.9,85.05,59.59
2006-11-13,625.8,1384.4,85.36,58.58
2006-11-14,625.3,1393.2,85.24,58.28
2006-11-15,623.8,1396.6,85.34,58.76
2006-11-16,621.7,1399.8,85.5,56.26
2006-11-17,622.5,1401.2,85.37,55.81
2006-11-20,622.1,1400.5,85.42,58.8
2006-11-21,628.7,1402.8,85.24,60.17
2006-11-22,629.0,1406.1,84.65,59.24
2006-11-23,642.6400000000001,1216.76,84.48,60.962
2006-11-24,629.0,1401.0,83.71,59.24
2006-11-27,640.6,1381.9,83.51,60.32
2006-11-28,637.3,1386.7,83.21,60.99
2006-11-29,641.8,1399.5,83.44,62.46
2006-11-30,652.9,1400.6,82.92,63.13
2006-12-01,650.6,1396.7,82.48,63.43
2006-12-04,650.9,1409.1,82.49,62.44
2006-12-05,647.9,1414.8,82.45,62.43
2006-12-06,635.9,1412.9,82.77,62.19
2006-12-07,637.0,1407.3,82.8,62.49
2006-12-08,631.0,1409.8,83.33,62.03
2006-12-11,634.8,1413.0,83.12,61.22
2006-12-12,631.7,1411.6,82.97,61.02
2006-12-13,632.4,1413.2,82.97,61.37
2006-12-14,630.9,1425.5,83.65,62.51
2006-12-15,619.1,1427.1,84.06,63.43
2006-12-18,617.9,1422.5,83.98,62.21
2006-12-19,625.4,1425.5,83.46,63.15
2006-12-20,624.3,1423.5,83.52,63.72
2006-12-21,621.6,1418.3,83.57,62.66
2006-12-22,622.3,1410.8,83.94,62.41
2006-12-26,626.9,1416.9,84.07,61.1
2006-12-27,630.3,1426.8,83.94,60.34
2006-12-28,636.9,1424.7,83.82,60.53
2006-12-29,638.0,1418.3,83.72,61.05
2007-01-02,638.0,1402.22,83.2,61.05
2007-01-03,629.8,1416.6,83.92,58.32
2007-01-04,626.2,1418.3,84.32,55.59
2007-01-05,606.9,1409.7,84.63,56.31
2007-01-08,609.4,1412.8,84.6,56.09
2007-01-09,615.0,1412.1,84.74,55.64
2007-01-10,613.4,1414.8,85.08,54.02
2007-01-11,613.9,1423.8,85.31,51.88
2007-01-12,626.9,1430.7,85.03,52.99
2007-01-16,625.9,1431.9,85.05,51.21
2007-01-17,633.3,1430.6,84.98,52.24
2007-01-18,628.1,1426.4,84.91,50.48
2007-01-19,636.4,1430.5,84.86,51.99
2007-01-22,634.1,1423.0,85.02,51.13
2007-01-23,645.9,1428.0,84.67,55.04
2007-01-24,648.2,1440.1,84.94,55.37
2007-01-25,648.1,1423.9,85.11,54.23
2007-01-26,644.7,1422.2,85.28,55.42
2007-01-29,643.2,1420.6,85.1,54.01
2007-01-30,650.2,1428.8,85.03,56.97
2007-01-31,657.9,1438.2,84.61,58.14
2007-02-01,663.0,1445.9,84.63,57.3
2007-02-02,651.5,1448.4,84.96,59.02
2007-02-05,656.1,1447.0,85.08,58.74
2007-02-06,658.7,1448.0,84.78,58.88
2007-02-07,657.3,1450.0,84.75,57.71
2007-02-08,662.8,1448.3,84.7,59.71
2007-02-09,672.3,1438.1,84.87,59.89
2007-02-12,667.3,1433.4,85.15,57.81
2007-02-13,668.5,1444.3,84.73,59.06
2007-02-14,672.0,1455.3,84.2,58.0
2007-02-15,671.4,1456.8,84.01,57.99
2007-02-16,672.8,1455.5,84.09,59.39
2007-02-19,674.3,1508.1000000000001,81.102,70.684
2007-02-20,661.0,1459.7,84.19,58.07
2007-02-21,684.0,1457.6,84.21,60.07
2007-02-22,683.0,1456.4,84.32,60.95
2007-02-23,686.7,1451.2,84.07,61.14
2007-02-26,689.8,1449.4,83.93,61.39
2007-02-27,687.2,1399.0,83.48,61.46
2007-02-28,672.5,1406.8,83.57,61.79
2007-03-01,665.1,1403.2,83.68,62.0
2007-03-02,644.1,1387.2,83.74,61.64
2007-03-05,639.2,1374.1,84.15,60.07
2007-03-06,646.2,1395.4,84.07,60.69
2007-03-07,652.9,1392.0,83.78,61.82
2007-03-08,655.5,1401.9,84.1,61.64
2007-03-09,652.0,1402.8,84.24,60.05
2007-03-12,650.3,1406.6,83.86,58.91
2007-03-13,649.4,1378.0,83.73,57.93
2007-03-14,642.5,1387.2,83.61,58.16
2007-03-15,647.1,1392.3,83.68,57.55
2007-03-16,653.9,1387.0,83.23,57.11
2007-03-19,654.3,1402.1,83.39,56.59
2007-03-20,659.0,1410.9,83.11,56.73
2007-03-21,660.0,1435.0,82.77,59.61
2007-03-22,664.2,1434.5,83.09,61.69
2007-03-23,657.3,1436.1,83.28,62.28
2007-03-26,663.9,1437.5,83.08,62.91
2007-03-27,662.5,1428.6,83.01,62.93
2007-03-28,666.8,1417.2,83.03,64.08
2007-03-29,667.6,1422.5,83.09,66.03
2007-03-30,669.0,1420.9,82.93,65.87
2007-04-02,671.5,1424.5,82.87,65.94
2007-04-03,669.7,1437.8,83.15,64.64
2007-04-04,677.4,1439.4,82.96,64.38
2007-04-05,679.4,1443.8,82.68,64.28
2007-04-06,1314.68,1680.6599999999999,82.99,96.744
2007-04-09,676.9,1444.6,83.1,61.51
2007-04-10,681.5,1448.4,82.7,61.89
2007-04-11,681.7,1438.9,82.67,62.01
2007-04-12,679.7,1447.8,82.37,63.85
2007-04-13,689.9,1452.8,82.13,63.63
2007-04-16,694.5,1468.5,82.07,63.61
2007-04-17,692.5,1471.5,81.83,63.1
2007-04-18,693.3,1472.5,81.74,63.13
2007-04-19,688.3,1470.7,81.64,61.83
2007-04-20,695.8,1484.3,81.64,63.38
2007-04-23,694.2,1480.9,81.74,65.89
2007-04-24,687.7,1480.4,81.55,64.58
2007-04-25,687.4,1495.4,81.43,65.84
2007-04-26,678.0,1494.2,81.75,65.06
2007-04-27,681.8,1494.1,81.53,66.46
2007-04-30,683.5,1482.4,81.45,65.71
2007-05-01,677.3,1486.3,81.59,64.4
2007-05-02,675.1,1495.9,81.74,63.68
2007-05-03,684.4,1502.4,81.95,63.19
2007-05-04,689.7,1505.6,81.74,61.93
2007-05-07,690.4,1509.5,81.68,61.47
2007-05-08,687.4,1507.7,81.94,62.26
2007-05-09,682.5,1512.6,82.02,61.55
2007-05-10,667.0,1491.5,82.29,61.81
2007-05-11,672.3,1505.8,82.12,62.37
2007-05-14,670.1,1503.2,82.07,62.46
2007-05-15,674.5,1501.2,81.75,63.17
2007-05-16,661.5,1514.1,82.16,62.55
2007-05-17,657.2,1512.8,82.32,64.86
2007-05-18,662.0,1522.8,82.2,64.94
2007-05-21,663.8,1525.1,82.36,66.27
2007-05-22,659.9,1524.1,82.39,64.97
2007-05-23,662.6,1522.3,82.31,65.77
2007-05-24,653.3,1507.5,82.41,64.18
2007-05-25,655.3,1515.7,82.33,65.2
2007-05-29,657.2,1518.1,82.31,63.15
2007-05-30,659.3,1530.2,82.43,63.49
2007-05-31,666.7,1530.6,82.3,64.01
2007-06-01,676.9,1536.3,82.32,65.08
2007-06-04,676.3,1539.2,82.06,66.21
2007-06-05,675.1,1531.0,81.89,65.61
2007-06-06,674.6,1517.4,81.9,65.96
2007-06-07,665.2,1490.7,82.29,66.93
2007-06-08,650.3,1507.7,82.69,64.76
2007-06-11,659.0,1509.1,82.71,65.97
2007-06-12,653.1,1493.0,82.89,65.35
2007-06-13,652.7,1515.7,83.03,66.26
2007-06-14,655.9,1523.0,83.13,67.65
2007-06-15,658.7,1532.9,82.85,68.0
2007-06-18,659.9,1531.0,82.72,69.09
2007-06-19,664.7,1533.7,82.54,69.1
2007-06-20,660.0,1512.8,82.52,68.19
2007-06-21,654.2,1522.2,82.73,68.65
2007-06-22,657.0,1502.6,82.34,69.14
2007-06-25,654.7,1497.7,82.33,69.18
2007-06-26,645.3,1492.9,82.3,67.77
2007-06-27,644.8,1506.3,82.32,68.97
